縣市,統計期,業者名稱,現在的基地台數量,之前的基地台數量
8,1120531,5,558,558
8,1120430,5,558,558
8,1120331,5,558,558
8,1120228,5,558,558
8,1120131,5,558,558
8,1111231,5,558,558
8,1111130,5,558,543
8,1111031,5,543,543
8,1110930,5,543,543
8,1110831,5,543,543
8,1110731,5,543,549
8,1110630,5,549,549
8,1110531,5,549,549
8,1110430,5,549,549
8,1110331,5,549,549
8,1110228,5,549,549
8,1110131,5,549,549
8,1101231,5,549,549
8,1101130,5,549,549
8,1101031,5,549,549
8,1100930,5,549,549
8,1100831,5,549,549
8,1100731,5,549,549
8,1100630,5,549,549
8,1100531,5,549,549
8,1100430,5,549,549
8,1100331,5,549,549
8,1100228,5,549,549
8,1100131,5,549,549
8,1091231,5,549,549
8,1091130,5,549,549
8,1091031,5,549,549
8,1090930,5,549,545
8,1090831,5,545,539
8,1090731,5,539,539
8,1090630,5,539,539
8,1090531,5,539,538
8,1090430,5,538,538
8,1090331,5,538,538
8,1090229,5,538,538
8,1090131,5,538,538
8,1081231,5,538,538
8,1081130,5,538,538
8,1081031,5,538,538
8,1080930,5,538,538
8,1080831,5,538,538
8,1080731,5,538,540
8,1080630,5,540,537
8,1080531,5,537,533
8,1080430,5,533,533
8,1080331,5,533,533
8,1080228,5,533,530
8,1080131,5,530,530
