縣市,統計期,業者名稱,現在的基地台數量,之前的基地台數量
16,1120531,5,1069,1069
16,1120430,5,1069,1065
16,1120331,5,1065,1064
16,1120228,5,1064,1063
16,1120131,5,1063,1063
16,1111231,5,1063,1063
16,1111130,5,1063,1058
16,1111031,5,1058,1049
16,1110930,5,1049,1049
16,1110831,5,1049,1049
16,1110731,5,1049,1049
16,1110630,5,1049,1022
16,1110531,5,1022,1022
16,1110430,5,1022,1016
16,1110331,5,1016,1016
16,1110228,5,1016,1016
16,1110131,5,1016,1015
16,1101231,5,1015,1015
16,1101130,5,1015,1014
16,1101031,5,1014,1013
16,1100930,5,1013,1006
16,1100831,5,1006,1006
16,1100731,5,1006,1006
16,1100630,5,1006,1006
16,1100531,5,1006,1006
16,1100430,5,1006,1003
16,1100331,5,1003,1003
16,1100228,5,1003,1008
16,1100131,5,1008,1008
16,1091231,5,1008,1008
16,1091130,5,1008,1004
16,1091031,5,1004,1004
16,1090930,5,1004,990
16,1090831,5,990,990
16,1090731,5,990,990
16,1090630,5,990,990
16,1090531,5,990,996
16,1090430,5,996,989
16,1090331,5,989,989
16,1090229,5,989,982
16,1090131,5,982,983
16,1081231,5,983,983
16,1081130,5,983,978
16,1081031,5,978,978
16,1080930,5,978,978
16,1080831,5,978,969
16,1080731,5,969,958
16,1080630,5,958,955
16,1080531,5,955,945
16,1080430,5,945,928
16,1080331,5,928,923
16,1080228,5,923,923
16,1080131,5,923,910
