縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
3,1120531,5,1991,1991
3,1120430,5,1991,1989
3,1120331,5,1989,1984
3,1120228,5,1984,1984
3,1120131,5,1984,1981
3,1111231,5,1981,1981
3,1111130,5,1981,1981
3,1111031,5,1981,1958
3,1110930,5,1958,1958
3,1110831,5,1958,1958
3,1110731,5,1958,1958
3,1110630,5,1958,1982
3,1110531,5,1982,1962
3,1110430,5,1962,1962
3,1110331,5,1962,1962
3,1110228,5,1962,1962
3,1110131,5,1962,1962
3,1101231,5,1962,1962
3,1101130,5,1962,1962
3,1101031,5,1962,1962
3,1100930,5,1962,1962
3,1100831,5,1962,1937
3,1100731,5,1937,1937
3,1100630,5,1937,1937
3,1100531,5,1937,1937
3,1100430,5,1937,1937
3,1100331,5,1937,1937
3,1100228,5,1937,1937
3,1100131,5,1937,1937
3,1091231,5,1937,1937
3,1091130,5,1937,1936
3,1091031,5,1936,1935
3,1090930,5,1935,1935
3,1090831,5,1935,1935
3,1090731,5,1935,1912
3,1090630,5,1912,1912
3,1090531,5,1912,1912
3,1090430,5,1912,1913
3,1090331,5,1913,1913
3,1090229,5,1913,1913
3,1090131,5,1913,1914
3,1081231,5,1914,1915
3,1081130,5,1915,1890
3,1081031,5,1890,1867
3,1080930,5,1867,1867
3,1080831,5,1867,1867
3,1080731,5,1867,1867
3,1080630,5,1867,1845
3,1080531,5,1845,1824
3,1080430,5,1824,1824
3,1080331,5,1824,1824
3,1080228,5,1824,1810
3,1080131,5,1810,1810
