縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
11,1120531,1,1401,1401
11,1120430,1,1401,1365
11,1120331,1,1365,1337
11,1120228,1,1337,1355
11,1120131,1,1355,1355
11,1111231,1,1355,1355
11,1111130,1,1355,1356
11,1111031,1,1356,1356
11,1110930,1,1356,1355
11,1110831,1,1355,1355
11,1110731,1,1355,1353
11,1110630,1,1353,1346
11,1110531,1,1346,1333
11,1110430,1,1333,1333
11,1110331,1,1333,1319
11,1110228,1,1319,1304
11,1110131,1,1304,1304
11,1101231,1,1304,1305
11,1101130,1,1305,1305
11,1101031,1,1305,1306
11,1100930,1,1306,1306
11,1100831,1,1306,1302
11,1100731,1,1302,1288
11,1100630,1,1288,1288
11,1100531,1,1288,1288
11,1100430,1,1288,1288
11,1100331,1,1288,1287
11,1100228,1,1287,1288
11,1100131,1,1288,1288
11,1091231,1,1288,1288
11,1091130,1,1288,1288
11,1091031,1,1288,1289
11,1090930,1,1289,1304
11,1090831,1,1304,1289
11,1090731,1,1289,1289
11,1090630,1,1289,1268
11,1090531,1,1268,1269
11,1090430,1,1269,1257
11,1090331,1,1257,1255
11,1090229,1,1255,1242
11,1090131,1,1242,1242
11,1081231,1,1242,1225
11,1081130,1,1225,1203
11,1081031,1,1203,1183
11,1080930,1,1183,1171
11,1080831,1,1171,1160
11,1080731,1,1160,1157
11,1080630,1,1157,1147
11,1080531,1,1147,1142
11,1080430,1,1142,1127
11,1080331,1,1127,1127
11,1080228,1,1127,1092
11,1080131,1,1092,1092
