業者名稱,基地臺
3,69
3,391
3,376
3,45
3,458
3,648
3,464
3,1440
3,1917
3,221
3,17
3,430
3,2219
3,354
3,502
3,167
3,346
3,651
3,2002
3,1802
3,264
3,1277
3,69
3,391
3,376
3,45
3,458
3,648
3,464
3,1440
3,1917
3,221
3,17
3,430
3,2219
3,354
3,502
3,167
3,346
3,651
3,2002
3,1802
3,264
3,1277
3,69
3,391
3,376
3,45
3,458
3,648
3,464
3,1440
3,1918
3,221
3,17
3,430
3,2220
3,354
3,502
3,167
3,346
3,651
3,2002
3,1802
3,264
3,1281
3,69
3,381
3,373
3,45
3,454
3,643
3,459
3,1440
3,1899
3,217
3,14
3,429
3,2211
3,354
3,498
3,166
3,341
3,645
3,1972
3,1769
3,261
3,1265
3,68
3,379
3,371
3,45
3,454
3,643
3,459
3,1412
3,1899
3,217
3,14
3,429
3,2195
3,354
3,498
3,166
3,341
3,645
3,1972
3,1773
3,261
3,1268
3,68
3,379
3,371
3,45
3,440
3,636
3,451
3,1412
3,1870
3,217
3,14
3,423
3,2195
3,354
3,498
3,165
3,339
3,629
3,1926
3,1773
3,261
3,1234
3,67
3,379
3,371
3,44
3,440
3,634
3,451
3,1412
3,1851
3,217
3,14
3,423
3,2194
3,354
3,498
3,162
3,333
3,629
3,1926
3,1773
3,252
3,1226
3,65
3,379
3,371
3,44
3,441
3,634
3,451
3,1412
3,1853
3,217
3,14
3,423
3,2193
3,354
3,498
3,162
3,333
3,629
3,1926
3,1773
3,252
3,1230
3,65
3,378
3,371
3,44
3,441
3,634
3,451
3,1402
3,1853
3,215
3,14
3,423
3,2177
3,351
3,498
3,162
3,333
3,629
3,1926
3,1759
3,252
3,1230
3,65
3,378
3,371
3,40
3,441
3,631
3,451
3,1402
3,1844
3,215
3,14
3,423
3,2181
3,351
3,498
3,159
3,322
3,629
3,1926
3,1760
3,247
3,1218
3,62
3,378
3,371
3,40
3,438
3,631
3,439
3,1379
3,1846
3,215
3,14
3,419
3,2168
3,349
3,486
3,159
3,322
3,612
3,1874
3,1760
3,249
3,1218
3,62
3,378
3,371
3,43
3,438
3,627
3,439
3,1379
3,1836
3,215
3,14
3,419
3,2168
3,349
3,486
3,158
3,320
3,612
3,1876
3,1760
3,259
3,1207
3,64
3,378
3,371
3,40
3,438
3,620
3,439
3,1379
3,1805
3,215
3,14
3,419
3,2170
3,349
3,486
3,153
3,314
3,612
3,1876
3,1760
3,258
3,1172
3,62
3,371
3,359
3,40
3,438
3,620
3,439
3,1358
3,1807
3,210
3,13
3,419
3,2149
3,346
3,485
3,153
3,314
3,612
3,1876
3,1753
3,258
3,1172
3,62
4,203
4,192
4,32
4,282
4,512
4,317
4,1005
4,1315
4,221
4,12
4,250
4,1528
4,201
4,298
4,133
4,233
4,459
4,1710
4,1517
4,151
4,873
4,41
4,203
4,192
4,32
4,282
4,512
4,317
4,1005
4,1315
4,221
4,12
4,250
4,1528
4,202
4,300
4,133
4,233
4,459
4,1710
4,1517
4,151
4,873
4,41
4,203
4,192
4,32
4,282
4,512
4,317
4,1005
4,1315
4,221
4,12
4,250
4,1528
4,202
4,300
4,133
4,233
4,459
4,1710
4,1517
4,151
4,873
4,41
4,203
4,193
4,32
4,282
4,514
4,317
4,1005
4,1315
4,221
4,12
4,250
4,1529
4,202
4,300
4,133
4,233
4,459
4,1710
4,1517
4,151
4,873
4,41
4,203
4,193
4,32
4,282
4,514
4,317
4,1005
4,1315
4,221
4,12
4,250
4,1529
4,202
4,300
4,133
4,233
4,459
4,1710
4,1517
4,151
4,873
4,41
4,203
4,193
4,32
4,307
4,514
4,344
4,1005
4,1315
4,221
4,12
4,265
4,1529
4,208
4,307
4,133
4,233
4,478
4,1762
4,1517
4,151
4,873
4,41
4,205
4,193
4,32
4,307
4,506
4,344
4,1075
4,1300
4,232
4,12
4,265
4,1641
4,208
4,307
4,132
4,228
4,479
4,1762
4,1596
4,151
4,869
4,41
4,194
4,184
4,32
4,314
4,506
4,355
4,1015
4,1300
4,219
4,1
4,274
4,1563
4,209
4,317
4,132
4,228
4,502
4,1782
4,1530
4,151
4,869
4,41
4,194
4,184
4,32
4,310
4,506
4,342
4,1058
4,1299
4,219
4,1
4,268
4,1593
4,201
4,304
4,132
4,228
4,488
4,1750
4,1531
4,151
4,869
4,41
4,194
4,184
4,32
4,359
4,506
4,394
4,1058
4,1299
4,230
4,12
4,300
4,1606
4,201
4,304
4,132
4,229
4,510
4,1775
4,1584
4,151
4,869
4,41
4,194
4,184
4,28
4,359
4,479
4,394
4,1064
4,1262
4,230
4,12
4,300
4,1606
4,201
4,304
4,129
4,218
4,510
4,1775
4,1584
4,142
4,852
4,40
4,194
4,184
4,36
4,359
4,522
4,394
4,1064
4,1283
4,230
4,12
4,300
4,1606
4,201
4,304
4,129
4,250
4,510
4,1775
4,1584
4,142
4,865
4,44
4,194
4,185
4,36
4,359
4,522
4,394
4,1070
4,1283
4,230
4,20
4,300
4,1610
4,201
4,304
4,129
4,250
4,510
4,1775
4,1590
4,142
4,865
4,44
4,194
4,185
4,36
4,359
4,522
4,394
4,1070
4,1283
4,230
4,20
4,300
4,1610
4,201
4,304
4,129
4,250
4,510
4,1775
4,1590
4,142
4,865
4,44
4,194
4,185
4,36
4,359
4,522
4,394
4,1070
4,1284
4,230
4,20
4,300
4,1610
4,201
4,304
4,129
4,250
4,510
4,1775
4,1590
4,142
4,865
4,44
4,194
4,185
4,36
4,359
4,522
4,394
4,1070
4,1284
4,230
4,20
4,300
4,1610
4,201
4,304
4,130
4,250
4,510
4,1775
4,1590
4,142
4,866
4,44
4,194
4,185
4,36
4,359
4,522
4,394
4,1070
4,1285
4,230
4,20
4,300
4,1610
4,201
4,304
4,130
4,250
4,510
4,1775
4,1590
4,142
4,867
4,44
4,194
4,185
4,36
4,359
4,522
4,394
4,1070
4,1285
4,230
4,20
4,300
4,1610
4,201
4,304
4,130
4,252
4,510
4,1775
4,1590
4,142
4,867
4,44
4,194
4,185
4,36
4,359
4,522
4,394
4,1070
4,1285
4,230
4,20
4,300
4,1611
4,201
4,304
4,130
4,252
4,510
4,1775
4,1590
4,142
4,869
4,44
4,194
4,185
4,36
4,359
4,522
4,394
4,1024
4,1286
4,233
4,20
4,300
4,1559
4,201
4,304
4,130
4,252
4,510
4,1775
4,1586
4,142
4,869
4,44
4,194
4,185
4,36
4,354
4,517
4,389
4,1048
4,1281
4,233
4,20
4,296
4,1598
4,199
4,300
4,130
4,250
4,506
4,1749
4,1586
4,142
4,868
4,44
4,183
4,181
4,36
4,352
4,516
4,389
4,1013
4,1275
4,221
4,20
4,296
4,1571
4,191
4,293
4,130
4,251
4,501
4,1721
4,1575
4,142
4,858
4,44
4,183
4,181
4,36
4,352
4,510
4,389
4,1013
4,1257
4,221
4,20
4,296
4,1571
4,191
4,293
4,127
4,250
4,501
4,1721
4,1575
4,140
4,842
4,44
4,183
4,181
4,36
4,352
4,504
4,389
4,1013
4,1239
4,221
4,20
4,296
4,1574
4,191
4,293
4,125
4,242
4,501
4,1721
4,1575
4,137
4,830
4,44
4,182
4,180
4,36
4,352
4,503
4,389
4,1011
4,1240
4,218
4,20
4,296
4,1525
4,191
4,293
4,125
4,242
4,501
4,1721
4,1533
4,137
4,830
4,44
4,182
4,180
4,36
4,352
4,503
4,389
4,1011
4,1240
4,218
4,20
4,296
4,1525
4,191
4,293
4,125
4,242
4,501
4,1721
4,1533
4,137
4,831
4,44
4,182
4,180
4,36
4,352
4,503
4,389
4,1011
4,1243
4,218
4,20
4,296
4,1525
4,191
4,293
4,125
4,242
4,501
4,1721
4,1533
4,137
4,831
4,44
4,189
4,183
4,36
4,348
4,503
4,383
4,1033
4,1243
4,230
4,20
4,294
4,1584
4,185
4,282
4,125
4,242
4,489
4,1672
4,1551
4,137
4,831
4,44
4,189
4,183
4,36
4,348
4,503
4,383
4,1033
4,1245
4,230
4,20
4,294
4,1584
4,185
4,282
4,126
4,242
4,489
4,1672
4,1551
4,137
4,832
4,44
4,189
4,183
4,37
4,348
4,525
4,383
4,1033
4,1375
4,230
4,20
4,294
4,1584
4,185
4,282
4,141
4,249
4,489
4,1672
4,1551
4,140
4,900
4,44
4,187
4,181
4,37
4,346
4,522
4,380
4,1027
4,1374
4,226
4,20
4,293
4,1573
4,176
4,269
4,141
4,249
4,487
4,1651
4,1539
4,132
4,899
4,44
4,187
4,181
4,37
4,346
4,522
4,380
4,1027
4,1374
4,226
4,20
4,293
4,1572
4,176
4,269
4,141
4,249
4,487
4,1651
4,1539
4,132
4,899
4,44
4,187
4,181
4,36
4,346
4,507
4,380
4,1027
4,1374
4,226
4,20
4,293
4,1647
4,176
4,269
4,141
4,244
4,487
4,1686
4,1644
4,131
4,903
4,42
4,186
4,177
4,36
4,341
4,515
4,370
4,1005
4,1378
4,224
4,20
4,289
4,1632
4,176
4,262
4,142
4,245
4,475
4,1674
4,1638
4,131
4,905
4,42
4,185
4,174
4,36
4,343
4,516
4,370
4,981
4,1363
4,224
4,20
4,289
4,1615
4,176
4,269
4,142
4,245
4,475
4,1639
4,1633
4,131
4,899
4,42
4,185
4,174
4,36
4,343
4,516
4,370
4,981
4,1363
4,224
4,20
4,289
4,1540
4,176
4,269
4,142
4,245
4,475
4,1639
4,1528
4,131
4,899
4,42
4,173
4,171
4,36
4,335
4,502
4,358
4,937
4,1342
4,221
4,20
4,276
4,1522
4,176
4,266
4,140
4,231
4,451
4,1599
4,1511
4,128
4,878
4,42
4,173
4,171
4,36
4,335
4,502
4,358
4,937
4,1344
4,221
4,20
4,276
4,1522
4,176
4,266
4,140
4,231
4,451
4,1599
4,1511
4,128
4,878
4,42
4,167
4,164
4,36
4,335
4,497
4,358
4,902
4,1319
4,215
4,20
4,276
4,1502
4,176
4,266
4,138
4,230
4,451
4,1599
4,1485
4,128
4,860
4,42
4,167
4,164
4,36
4,335
4,497
4,358
4,902
4,1319
4,215
4,20
4,276
4,1502
4,176
4,266
4,138
4,230
4,451
4,1599
4,1485
4,128
4,860
4,42
4,167
4,164
4,36
4,341
4,497
4,359
4,902
4,1319
4,215
4,20
4,276
4,1502
4,176
4,266
4,138
4,230
4,451
4,1599
4,1485
4,128
4,864
4,42
4,167
4,164
4,36
4,337
4,497
4,356
4,903
4,1319
4,215
4,20
4,264
4,1502
4,157
4,263
4,138
4,230
4,440
4,1561
4,1485
4,128
4,864
4,42
4,151
4,152
4,36
4,335
4,489
4,354
4,833
4,1305
4,209
4,20
4,263
4,1396
4,152
4,254
4,137
4,225
4,439
4,1441
4,1453
4,128
4,850
4,37
4,147
4,144
4,32
4,335
4,430
4,354
4,814
4,1248
4,209
4,20
4,263
4,1384
4,152
4,254
4,135
4,217
4,439
4,1441
4,1446
4,109
4,814
4,28
4,137
4,130
4,32
4,290
4,410
4,350
4,755
4,1240
4,207
4,19
4,257
4,1330
4,147
4,253
4,135
4,213
4,422
4,1379
4,1436
4,101
4,805
4,27
4,137
4,130
4,32
4,290
4,410
4,350
4,736
4,1240
4,204
4,19
4,257
4,1317
4,147
4,253
4,135
4,213
4,422
4,1379
4,1421
4,101
4,807
4,27
4,137
4,125
4,32
4,267
4,410
4,335
4,720
4,1240
4,201
4,19
4,248
4,1302
4,147
4,253
4,135
4,213
4,401
4,1347
4,1410
4,101
4,807
4,27
4,137
4,125
4,32
4,267
4,410
4,335
4,707
4,1239
4,201
4,19
4,248
4,1286
4,141
4,250
4,135
4,213
4,401
4,1347
4,1348
4,101
4,805
4,27
4,137
4,125
4,31
4,267
4,408
4,335
4,707
4,1225
4,201
4,19
4,248
4,1286
4,141
4,250
4,135
4,213
4,401
4,1347
4,1348
4,101
4,803
4,27
4,137
4,125
4,30
4,255
4,399
4,331
4,705
4,1198
4,191
4,19
4,244
4,1231
4,141
4,247
4,129
4,208
4,401
4,1317
4,1268
4,99
4,792
4,27
4,122
4,117
4,30
4,253
4,395
4,322
4,665
4,1183
4,167
4,19
4,242
4,1179
4,140
4,238
4,129
4,208
4,392
4,1249
4,1218
4,91
4,784
4,26
4,112
4,111
4,30
4,241
4,390
4,310
4,657
4,1164
4,167
4,19
4,232
4,1166
4,140
4,241
4,125
4,208
4,386
4,1200
4,1209
4,90
4,781
4,26
4,112
4,111
4,30
4,241
4,390
4,310
4,657
4,1164
4,167
4,19
4,232
4,1166
4,140
4,241
4,125
4,208
4,386
4,1200
4,1209
4,90
4,781
4,26
5,625
5,716
5,139
5,922
5,1069
5,986
5,1991
5,2380
5,360
5,44
5,753
5,2690
5,558
5,724
5,220
5,608
5,1154
5,3437
5,3000
5,420
5,1603
5,161
5,619
5,713
5,139
5,922
5,1065
5,986
5,1989
5,2377
5,359
5,44
5,753
5,2687
5,558
5,724
5,219
5,598
5,1154
5,3437
5,2993
5,420
5,1598
5,161
5,619
5,710
5,139
5,923
5,1064
5,986
5,1984
5,2377
5,357
5,44
5,753
5,2679
5,558
5,722
5,219
5,598
5,1154
5,3437
5,2991
5,420
5,1597
5,161
5,614
5,706
5,139
5,923
5,1063
5,986
5,1984
5,2359
5,354
5,44
5,753
5,2676
5,558
5,722
5,219
5,598
5,1153
5,3436
5,2962
5,420
5,1597
5,161
5,614
5,706
5,139
5,922
5,1063
5,985
5,1981
5,2358
5,354
5,44
5,751
5,2675
5,558
5,722
5,219
5,598
5,1152
5,3424
5,2962
5,420
5,1596
5,161
5,614
5,706
5,139
5,922
5,1063
5,985
5,1981
5,2358
5,354
5,44
5,751
5,2675
5,558
5,722
5,219
5,598
5,1152
5,3424
5,2962
5,420
5,1599
5,161
5,612
5,701
5,139
5,917
5,1058
5,984
5,1981
5,2354
5,354
5,44
5,751
5,2674
5,543
5,690
5,214
5,588
5,1144
5,3405
5,2951
5,419
5,1595
5,161
5,612
5,677
5,139
5,917
5,1049
5,984
5,1958
5,2345
5,350
5,44
5,751
5,2635
5,543
5,690
5,214
5,588
5,1144
5,3405
5,2891
5,418
5,1595
5,160
5,603
5,696
5,139
5,913
5,1049
5,983
5,1958
5,2345
5,349
5,44
5,751
5,2642
5,543
5,690
5,214
5,588
5,1143
5,3405
5,2929
5,418
5,1595
5,160
5,603
5,696
5,138
5,907
5,1049
5,977
5,1958
5,2324
5,349
5,44
5,748
5,2642
5,543
5,690
5,214
5,588
5,1136
5,3392
5,2929
5,418
5,1568
5,160
5,598
5,683
5,140
5,894
5,1049
5,977
5,1958
5,2324
5,350
5,44
5,735
5,2638
5,549
5,684
5,213
5,587
5,1121
5,3349
5,2907
5,418
5,1544
5,160
5,598
5,683
5,140
5,890
5,1022
5,963
5,1982
5,2309
5,350
5,44
5,733
5,2655
5,549
5,684
5,213
5,587
5,1116
5,3325
5,2907
5,412
5,1544
5,160
5,577
5,660
5,140
5,882
5,1022
5,963
5,1962
5,2309
5,344
5,44
5,719
5,2613
5,549
5,684
5,213
5,587
5,1116
5,3301
5,2874
5,412
5,1544
5,160
5,577
5,660
5,139
5,882
5,1016
5,962
5,1962
5,2299
5,344
5,44
5,719
5,2613
5,549
5,684
5,207
5,573
5,1116
5,3303
5,2880
5,410
5,1509
5,160
5,577
5,660
5,139
5,882
5,1016
5,962
5,1962
5,2299
5,344
5,44
5,719
5,2613
5,549
5,684
5,207
5,573
5,1116
5,3302
5,2880
5,410
5,1509
5,160
5,577
5,660
5,139
5,883
5,1016
5,974
5,1962
5,2300
5,344
5,44
5,719
5,2613
5,549
5,684
5,207
5,574
5,1118
5,3313
5,2880
5,410
5,1510
5,162
5,577
5,660
5,139
5,883
5,1015
5,974
5,1962
5,2289
5,344
5,44
5,719
5,2613
5,549
5,684
5,207
5,574
5,1118
5,3313
5,2880
5,410
5,1510
5,162
5,577
5,660
5,139
5,880
5,1015
5,973
5,1962
5,2289
5,344
5,44
5,717
5,2613
5,549
5,684
5,207
5,574
5,1117
5,3309
5,2880
5,410
5,1510
5,162
5,577
5,660
5,139
5,878
5,1014
5,973
5,1962
5,2287
5,344
5,44
5,717
5,2613
5,549
5,684
5,207
5,574
5,1116
5,3310
5,2880
5,410
5,1510
5,162
5,577
5,660
5,139
5,878
5,1013
5,973
5,1962
5,2287
5,344
5,44
5,717
5,2613
5,549
5,684
5,207
5,574
5,1117
5,3306
5,2880
5,410
5,1510
5,162
5,572
5,661
5,139
5,878
5,1006
5,973
5,1962
5,2248
5,343
5,44
5,717
5,2598
5,549
5,684
5,207
5,574
5,1117
5,3306
5,2855
5,409
5,1510
5,162
5,572
5,661
5,139
5,878
5,1006
5,973
5,1937
5,2246
5,343
5,44
5,717
5,2578
5,549
5,684
5,205
5,571
5,1117
5,3312
5,2855
5,408
5,1469
5,162
5,574
5,661
5,139
5,878
5,1006
5,956
5,1937
5,2246
5,343
5,44
5,717
5,2578
5,549
5,684
5,205
5,571
5,1093
5,3275
5,2855
5,408
5,1469
5,162
5,574
5,661
5,139
5,878
5,1006
5,956
5,1937
5,2246
5,343
5,44
5,717
5,2580
5,549
5,684
5,205
5,571
5,1093
5,3275
5,2855
5,408
5,1469
5,162
5,574
5,661
5,139
5,878
5,1006
5,956
5,1937
5,2246
5,343
5,44
5,717
5,2580
5,549
5,684
5,205
5,571
5,1093
5,3275
5,2855
5,408
5,1470
5,162
5,574
5,661
5,139
5,877
5,1003
5,958
5,1937
5,2244
5,343
5,44
5,717
5,2580
5,549
5,684
5,204
5,563
5,1094
5,3280
5,2855
5,407
5,1450
5,160
5,574
5,661
5,139
5,877
5,1003
5,958
5,1937
5,2244
5,343
5,44
5,715
5,2580
5,549
5,684
5,204
5,563
5,1094
5,3277
5,2857
5,407
5,1450
5,160
5,574
5,661
5,139
5,877
5,1008
5,958
5,1937
5,2264
5,343
5,44
5,715
5,2580
5,549
5,684
5,204
5,563
5,1094
5,3277
5,2857
5,408
5,1461
5,160
5,574
5,661
5,139
5,877
5,1008
5,958
5,1937
5,2264
5,343
5,44
5,714
5,2580
5,549
5,684
5,204
5,563
5,1089
5,3274
5,2857
5,408
5,1461
5,160
5,574
5,661
5,139
5,873
5,1008
5,956
5,1937
5,2264
5,343
5,44
5,709
5,2580
5,549
5,684
5,204
5,563
5,1085
5,3259
5,2857
5,408
5,1461
5,160
5,558
5,658
5,130
5,873
5,1004
5,956
5,1936
5,2263
5,343
5,44
5,709
5,2567
5,549
5,684
5,204
5,564
5,1085
5,3259
5,2839
5,402
5,1461
5,159
5,558
5,658
5,130
5,869
5,1004
5,955
5,1935
5,2263
5,343
5,44
5,709
5,2564
5,549
5,684
5,204
5,564
5,1085
5,3258
5,2839
5,402
5,1461
5,159
5,568
5,675
5,130
5,864
5,990
5,947
5,1935
5,2490
5,354
5,44
5,709
5,2701
5,545
5,680
5,229
5,554
5,1079
5,3519
5,3049
5,392
5,1510
5,158
5,568
5,675
5,130
5,864
5,990
5,947
5,1935
5,2366
5,354
5,44
5,700
5,2601
5,539
5,678
5,202
5,554
5,1079
5,3358
5,3049
5,392
5,1483
5,158
5,558
5,658
5,130
5,863
5,990
5,947
5,1912
5,2277
5,344
5,41
5,700
5,2569
5,539
5,678
5,202
5,554
5,1079
5,3309
5,2922
5,392
5,1485
5,158
5,558
5,658
5,130
5,863
5,990
5,947
5,1912
5,2277
5,344
5,41
5,700
5,2569
5,539
5,678
5,202
5,554
5,1079
5,3309
5,2923
5,392
5,1485
5,158
5,539
5,651
5,130
5,853
5,996
5,942
5,1912
5,2236
5,341
5,41
5,692
5,2538
5,538
5,678
5,202
5,553
5,1065
5,3219
5,2824
5,392
5,1462
5,158
5,539
5,651
5,130
5,853
5,989
5,942
5,1913
5,2200
5,341
5,41
5,692
5,2539
5,538
5,678
5,200
5,553
5,1065
5,3219
5,2824
5,388
5,1462
5,157
5,536
5,646
5,130
5,846
5,989
5,938
5,1913
5,2200
5,336
5,41
5,686
5,2532
5,538
5,678
5,200
5,553
5,1053
5,3198
5,2796
5,388
5,1462
5,157
5,536
5,646
5,123
5,846
5,982
5,938
5,1913
5,2184
5,336
5,41
5,686
5,2532
5,538
5,679
5,200
5,547
5,1053
5,3198
5,2796
5,382
5,1454
5,157
5,536
5,646
5,123
5,838
5,983
5,936
5,1914
5,2187
5,336
5,41
5,677
5,2533
5,538
5,679
5,200
5,547
5,1046
5,3176
5,2797
5,384
5,1454
5,157
5,520
5,631
5,123
5,838
5,983
5,936
5,1915
5,2187
5,333
5,41
5,677
5,2523
5,538
5,679
5,200
5,547
5,1046
5,3176
5,2793
5,384
5,1454
5,157
5,520
5,631
5,123
5,836
5,978
5,934
5,1890
5,2158
5,333
5,41
5,676
5,2505
5,538
5,679
5,203
5,548
5,1043
5,3155
5,2743
5,385
5,1452
5,157
5,514
5,626
5,123
5,836
5,978
5,934
5,1867
5,2158
5,333
5,41
5,676
5,2471
5,538
5,679
5,204
5,548
5,1043
5,3155
5,2713
5,385
5,1454
5,157
5,507
5,625
5,123
5,836
5,978
5,934
5,1867
5,2158
5,325
5,41
5,676
5,2467
5,538
5,678
5,204
5,548
5,1043
5,3154
5,2683
5,385
5,1457
5,157
5,507
5,625
5,123
5,834
5,969
5,931
5,1867
5,2133
5,325
5,41
5,672
5,2467
5,538
5,677
5,204
5,545
5,1037
5,3135
5,2683
5,381
5,1448
5,157
5,502
5,618
5,123
5,834
5,958
5,931
5,1867
5,2120
5,325
5,41
5,672
5,2469
5,540
5,678
5,204
5,542
5,1037
5,3135
5,2642
5,379
5,1432
5,157
5,491
5,617
5,123
5,831
5,955
5,927
5,1845
5,2103
5,317
5,41
5,667
5,2453
5,537
5,666
5,204
5,539
5,1031
5,3108
5,2624
5,374
5,1410
5,157
5,483
5,609
5,123
5,831
5,945
5,927
5,1824
5,2094
5,312
5,41
5,667
5,2428
5,533
5,660
5,204
5,522
5,1031
5,3115
5,2602
5,374
5,1396
5,157
5,476
5,606
5,123
5,831
5,928
5,927
5,1824
5,2076
5,311
5,41
5,667
5,2418
5,533
5,660
5,198
5,487
5,1031
5,3117
5,2574
5,369
5,1334
5,154
5,476
5,606
5,120
5,827
5,923
5,912
5,1824
5,2065
5,311
5,41
5,663
5,2418
5,533
5,660
5,198
5,485
5,1029
5,3104
5,2574
5,368
5,1306
5,154
5,477
5,607
5,120
5,819
5,923
5,907
5,1810
5,2071
5,311
5,41
5,663
5,2398
5,530
5,649
5,198
5,485
5,1021
5,3086
5,2574
5,368
5,1307
5,154
5,477
5,607
5,120
5,819
5,910
5,907
5,1810
5,2066
5,311
5,41
5,663
5,2398
5,530
5,649
5,196
5,482
5,1021
5,3086
5,2574
5,366
5,1282
5,154
