業者名稱,基地臺
1,3226
1,611
1,1006
1,333
1,946
1,1808
1,4822
1,2835
1,624
1,2045
1,191
1,997
1,945
1,252
1,1193
1,1054
1,1288
1,2098
1,2979
1,392
1,92
1,1259
1,3261
1,611
1,1006
1,334
1,946
1,1805
1,4824
1,2922
1,624
1,2045
1,191
1,997
1,945
1,250
1,1193
1,1050
1,1288
1,2098
1,2970
1,392
1,92
1,1259
1,3261
1,611
1,1006
1,334
1,942
1,1805
1,4823
1,2922
1,623
1,2041
1,191
1,998
1,945
1,257
1,1193
1,1063
1,1288
1,2098
1,3074
1,392
1,92
1,1258
1,3261
1,608
1,998
1,340
1,971
1,1808
1,4824
1,2922
1,625
1,2101
1,199
1,991
1,936
1,256
1,1192
1,1065
1,1288
1,2087
1,3082
1,390
1,90
1,1259
1,3257
1,608
1,998
1,342
1,972
1,1808
1,4832
1,2907
1,626
1,2112
1,200
1,991
1,936
1,256
1,1192
1,1061
1,1289
1,2087
1,3082
1,390
1,90
1,1259
1,3257
1,608
1,998
1,342
1,972
1,1808
1,4833
1,2907
1,617
1,2112
1,200
1,994
1,937
1,256
1,1199
1,1074
1,1304
1,2119
1,3259
1,401
1,91
1,1281
1,3388
1,641
1,1000
1,358
1,987
1,1882
1,5123
1,3155
1,620
1,2219
1,201
1,995
1,936
1,237
1,1194
1,1065
1,1289
1,2106
1,3188
1,393
1,90
1,1266
1,3331
1,641
1,1000
1,355
1,981
1,1828
1,4993
1,3088
1,611
1,2157
1,201
1,987
1,936
1,237
1,1192
1,1059
1,1289
1,2085
1,3142
1,386
1,90
1,1262
1,3286
1,641
1,1000
1,338
1,973
1,1809
1,4935
1,3049
1,611
1,2148
1,201
1,980
1,921
1,237
1,1188
1,1059
1,1268
1,2085
1,3120
1,386
1,86
1,1255
1,3264
1,641
1,1000
1,338
1,973
1,1796
1,4930
1,3048
1,611
1,2120
1,201
1,980
1,916
1,237
1,1188
1,1060
1,1269
1,2070
1,3047
1,386
1,86
1,1258
1,3210
1,608
1,998
1,338
1,973
1,1798
1,4845
1,2900
1,611
1,2106
1,201
1,980
1,920
1,237
1,1185
1,1060
1,1257
1,2070
1,3048
1,386
1,86
1,1241
1,3210
1,605
1,970
1,338
1,973
1,1790
1,4833
1,2900
1,611
1,2108
1,201
1,980
1,920
1,231
1,1182
1,1064
1,1255
1,2070
1,3034
1,368
1,86
1,1238
1,3194
1,605
1,970
1,338
1,970
1,1786
1,4791
1,2884
1,602
1,2102
1,201
1,982
1,920
1,231
1,1175
1,1064
1,1242
1,2070
1,3034
1,368
1,86
1,1220
1,3194
1,605
1,970
1,338
1,970
1,1755
1,4770
1,2884
1,602
1,2102
1,201
1,956
1,899
1,219
1,1175
1,1060
1,1242
1,2062
1,3019
1,368
1,86
1,1220
1,3187
1,605
1,970
1,338
1,963
1,1755
1,4770
1,2846
1,600
1,2098
1,201
1,931
1,894
1,210
1,1169
1,1052
1,1225
1,2043
1,3003
1,368
1,86
1,1204
1,3189
1,605
1,970
1,338
1,935
1,1740
1,4742
1,2846
1,599
1,2072
1,201
1,926
1,888
1,204
1,1157
1,1046
1,1203
1,2039
1,2978
1,355
1,86
1,1165
1,3085
1,605
1,970
1,338
1,921
1,1687
1,4637
1,2788
1,593
1,2058
1,203
1,902
1,874
1,203
1,1149
1,1035
1,1183
1,2032
1,2943
1,355
1,86
1,1138
1,3032
1,605
1,970
1,338
1,908
1,1654
1,4549
1,2788
1,583
1,2041
1,200
1,894
1,863
1,203
1,1140
1,1035
1,1171
1,1990
1,2945
1,346
1,86
1,1130
1,2994
1,582
1,946
1,339
1,907
1,1642
1,4490
1,2749
1,582
1,2042
1,200
1,894
1,863
1,198
1,1135
1,1026
1,1160
1,1990
1,2891
1,346
1,86
1,1117
1,2995
1,582
1,946
1,335
1,889
1,1621
1,4454
1,2749
1,582
1,1987
1,200
1,888
1,856
1,198
1,1124
1,1017
1,1157
1,1972
1,2881
1,344
1,86
1,1112
1,2871
1,582
1,946
1,334
1,888
1,1585
1,4406
1,2707
1,574
1,1976
1,199
1,880
1,852
1,197
1,1110
1,1003
1,1147
1,1981
1,2815
1,343
1,84
1,1101
1,2888
1,580
1,936
1,332
1,881
1,1568
1,4369
1,2708
1,566
1,1937
1,196
1,875
1,851
1,191
1,1108
1,995
1,1142
1,1939
1,2786
1,334
1,84
1,1096
1,2924
1,581
1,930
1,332
1,865
1,1559
1,4364
1,2737
1,564
1,1918
1,195
1,874
1,843
1,189
1,1098
1,963
1,1127
1,1913
1,2771
1,322
1,84
1,1080
1,2895
1,581
1,932
1,322
1,851
1,1545
1,4338
1,2723
1,545
1,1877
1,192
1,874
1,843
1,186
1,1098
1,946
1,1127
1,1913
1,2737
1,322
1,84
1,1080
1,2895
1,581
1,932
1,320
1,825
1,1545
1,4340
1,2723
1,533
1,1855
1,189
1,874
1,844
1,186
1,986
1,946
1,1092
1,1908
1,2737
1,322
1,84
1,1006
1,2810
1,581
1,932
1,320
1,825
1,1487
1,4179
1,2723
1,533
1,1855
1,189
1,874
1,844
1,186
1,986
1,946
1,1092
1,1908
1,2737
1,322
1,84
1,1006
1,2810
1,581
1,932
1,320
1,825
1,1487
1,4179
1,2723
1,533
1,1850
1,189
2,643
2,703
2,124
2,862
2,969
2,887
2,2014
2,2472
2,300
2,39
2,759
2,2751
2,407
2,732
2,261
2,620
2,1225
2,3641
2,2667
2,452
2,1864
2,166
2,644
2,702
2,126
2,863
2,970
2,887
2,2001
2,2478
2,295
2,39
2,761
2,2724
2,407
2,732
2,262
2,611
2,1230
2,3653
2,2652
2,453
2,1831
2,167
2,644
2,702
2,127
2,858
2,975
2,880
2,1998
2,2484
2,295
2,39
2,747
2,2724
2,407
2,732
2,265
2,612
2,1223
2,3587
2,2652
2,454
2,1834
2,167
2,644
2,702
2,128
2,859
2,979
2,872
2,1998
2,2487
2,295
2,39
2,748
2,2724
2,407
2,732
2,266
2,614
2,1219
2,3572
2,2652
2,454
2,1836
2,170
2,650
2,720
2,132
2,863
2,987
2,887
2,2008
2,2503
2,295
2,43
2,748
2,2742
2,412
2,740
2,269
2,613
2,1222
2,3595
2,2666
2,463
2,1849
2,174
2,651
2,721
2,132
2,863
2,989
2,887
2,2016
2,2518
2,295
2,43
2,748
2,2759
2,412
2,740
2,269
2,613
2,1222
2,3595
2,2686
2,463
2,1851
2,174
2,650
2,714
2,130
2,858
2,987
2,887
2,1999
2,2513
2,292
2,42
2,747
2,2754
2,412
2,740
2,270
2,613
2,1223
2,3591
2,2687
2,463
2,1826
2,174
2,650
2,715
2,134
2,856
2,987
2,887
2,1998
2,2515
2,288
2,42
2,746
2,2757
2,411
2,733
2,270
2,615
2,1223
2,3584
2,2673
2,463
2,1828
2,174
2,650
2,715
2,134
2,856
2,987
2,884
2,1995
2,2515
2,285
2,42
2,746
2,2751
2,411
2,733
2,270
2,615
2,1223
2,3571
2,2670
2,463
2,1828
2,174
2,641
2,711
2,130
2,856
2,977
2,884
2,1965
2,2504
2,279
2,41
2,746
2,2719
2,410
2,722
2,270
2,617
2,1224
2,3571
2,2649
2,463
2,1819
2,173
2,643
2,711
2,130
2,841
2,977
2,884
2,1967
2,2500
2,281
2,41
2,739
2,2720
2,410
2,722
2,269
2,584
2,1206
2,3513
2,2649
2,463
2,1769
2,173
2,643
2,710
2,130
2,841
2,977
2,884
2,1953
2,2502
2,281
2,41
2,739
2,2692
2,410
2,722
2,269
2,584
2,1206
2,3513
2,2649
2,463
2,1769
2,173
2,642
2,710
2,130
2,841
2,974
2,884
2,1936
2,2500
2,281
2,41
2,739
2,2676
2,410
2,722
2,269
2,584
2,1206
2,3513
2,2638
2,463
2,1763
2,173
2,642
2,714
2,130
2,830
2,966
2,868
2,1936
2,2492
2,281
2,43
2,723
2,2676
2,410
2,722
2,269
2,541
2,1197
2,3415
2,2645
2,453
2,1700
2,172
2,642
2,714
2,122
2,817
2,923
2,854
2,1936
2,2436
2,281
2,43
2,712
2,2676
2,410
2,722
2,269
2,541
2,1180
2,3317
2,2645
2,453
2,1695
2,172
2,632
2,702
2,122
2,817
2,923
2,854
2,1936
2,2421
2,275
2,43
2,712
2,2669
2,399
2,700
2,269
2,541
2,1182
2,3321
2,2630
2,453
2,1693
2,169
2,632
2,702
2,124
2,810
2,923
2,852
2,1936
2,2409
2,275
2,43
2,711
2,2669
2,399
2,700
2,269
2,541
2,1178
2,3290
2,2630
2,439
2,1689
2,169
2,632
2,701
2,124
2,810
2,923
2,852
2,1911
2,2409
2,275
2,42
2,711
2,2659
2,399
2,700
2,269
2,541
2,1178
2,3290
2,2617
2,439
2,1689
2,169
2,632
2,701
2,126
2,810
2,921
2,852
2,1911
2,2409
2,275
2,42
2,711
2,2659
2,399
2,700
2,271
2,541
2,1178
2,3290
2,2617
2,437
2,1691
2,169
2,632
2,701
2,126
2,810
2,919
2,852
2,1911
2,2362
2,275
2,42
2,711
2,2659
2,399
2,700
2,271
2,538
2,1178
2,3292
2,2617
2,437
2,1660
2,169
2,632
2,701
2,126
2,810
2,919
2,852
2,1894
2,2359
2,277
2,42
2,711
2,2641
2,391
2,683
2,271
2,535
2,1178
2,3292
2,2617
2,437
2,1616
2,169
2,630
2,699
2,126
2,810
2,919
2,852
2,1882
2,2322
2,277
2,42
2,711
2,2627
2,391
2,683
2,271
2,535
2,1178
2,3292
2,2600
2,437
2,1619
2,169
2,630
2,697
2,126
2,801
2,920
2,844
2,1879
2,2322
2,277
2,42
2,708
2,2612
2,391
2,683
2,269
2,527
2,1167
2,3242
2,2584
2,420
2,1619
2,169
2,630
2,697
2,124
2,801
2,922
2,839
2,1879
2,2311
2,277
2,42
2,708
2,2612
2,386
2,675
2,269
2,527
2,1167
2,3235
2,2584
2,420
2,1619
2,169
2,630
2,697
2,124
2,801
2,922
2,839
2,1865
2,2311
2,277
2,42
2,708
2,2610
2,386
2,675
2,269
2,527
2,1167
2,3235
2,2584
2,420
2,1619
2,169
2,621
2,698
2,124
2,793
2,884
2,828
2,1882
2,2309
2,272
2,42
2,706
2,2656
2,386
2,675
2,265
2,509
2,1143
2,3142
2,2636
2,420
2,1551
2,169
2,621
2,698
2,126
2,793
2,890
2,828
2,1882
2,2318
2,272
2,42
2,706
2,2656
2,386
2,681
2,260
2,495
2,1143
2,3142
2,2636
2,422
2,1554
2,171
2,622
2,701
2,126
2,793
2,890
2,828
2,1882
2,2320
2,272
2,42
2,706
2,2658
2,386
2,681
2,260
2,495
2,1143
2,3142
2,2636
2,428
2,1554
2,171
2,622
2,701
2,126
2,793
2,890
2,828
2,1882
2,2320
2,272
2,42
2,706
2,2658
2,386
2,681
2,260
2,495
2,1143
2,3142
2,2636
2,428
2,1554
2,171
2,622
2,701
2,126
2,793
2,890
2,828
2,1882
2,2320
2,272
2,42
2,706
2,2658
2,386
2,681
2,260
2,495
2,1143
2,3142
2,2636
2,428
2,1554
2,171
2,620
2,690
2,123
2,785
2,880
2,823
2,1877
2,2301
2,270
2,40
2,699
2,2641
2,386
2,681
2,260
2,494
2,1139
2,3116
2,2627
2,417
2,1549
2,170
2,620
2,690
2,123
2,784
2,880
2,823
2,1877
2,2301
2,270
2,40
2,699
2,2641
2,386
2,681
2,260
2,494
2,1139
2,3116
2,2627
2,417
2,1549
2,170
2,619
2,687
2,123
2,808
2,880
2,826
2,1894
2,2471
2,270
2,40
2,710
2,2887
2,386
2,682
2,260
2,494
2,1196
2,3413
2,2812
2,417
2,1599
2,170
2,598
2,673
2,123
2,785
2,880
2,823
2,1883
2,2471
2,267
2,40
2,699
2,2852
2,386
2,682
2,260
2,494
2,1148
2,3352
2,2749
2,417
2,1550
2,170
2,584
2,671
2,123
2,784
2,880
2,823
2,1858
2,2421
2,263
2,40
2,699
2,2741
2,386
2,682
2,260
2,495
2,1141
2,3272
2,2705
2,417
2,1550
2,170
2,586
2,674
2,123
2,784
2,881
2,823
2,1858
2,2362
2,263
2,41
2,699
2,2686
2,386
2,682
2,261
2,495
2,1141
2,3182
2,2662
2,417
2,1550
2,170
2,584
2,674
2,123
2,780
2,881
2,810
2,1859
2,2302
2,263
2,41
2,691
2,2614
2,386
2,682
2,261
2,495
2,1121
2,3023
2,2586
2,417
2,1550
2,170
2,584
2,674
2,123
2,780
2,882
2,810
2,1859
2,2305
2,263
2,41
2,691
2,2614
2,386
2,682
2,261
2,495
2,1121
2,3023
2,2586
2,417
2,1552
2,170
2,584
2,674
2,123
2,780
2,883
2,810
2,1859
2,2305
2,263
2,41
2,691
2,2614
2,386
2,687
2,261
2,495
2,1121
2,3023
2,2586
2,417
2,1553
2,170
2,572
2,659
2,122
2,780
2,876
2,810
2,1854
2,2283
2,262
2,41
2,691
2,2606
2,386
2,687
2,260
2,488
2,1121
2,3023
2,2577
2,415
2,1544
2,170
2,572
2,662
2,122
2,759
2,876
2,790
2,1854
2,2283
2,262
2,41
2,679
2,2606
2,382
2,680
2,260
2,488
2,1085
2,2887
2,2577
2,415
2,1544
2,170
2,572
2,662
2,122
2,759
2,876
2,790
2,1854
2,2283
2,262
2,41
2,679
2,2606
2,382
2,680
2,260
2,488
2,1085
2,2887
2,2577
2,415
2,1544
2,170
2,560
2,629
2,122
2,759
2,871
2,790
2,1830
2,2258
2,257
2,39
2,679
2,2572
2,382
2,680
2,260
2,485
2,1085
2,2887
2,2547
2,410
2,1537
2,170
2,562
2,632
2,117
2,759
2,818
2,790
2,1832
2,2205
2,257
2,39
2,679
2,2580
2,382
2,680
2,257
2,475
2,1085
2,2887
2,2549
2,389
2,1505
2,170
2,562
2,632
2,117
2,759
2,818
2,790
2,1832
2,2205
2,257
2,39
2,679
2,2580
2,383
2,679
2,257
2,475
2,1085
2,2887
2,2549
2,389
2,1507
2,170
2,555
2,624
2,114
2,759
2,795
2,790
2,1828
2,2172
2,257
2,38
2,679
2,2571
2,383
2,679
2,254
2,464
2,1085
2,2887
2,2531
2,387
2,1501
2,168
2,553
2,622
2,113
2,753
2,785
2,788
2,1819
2,2155
2,255
2,38
2,671
2,2564
2,383
2,660
2,253
2,457
2,1077
2,2861
2,2524
2,380
2,1491
2,167
2,551
2,620
2,113
2,743
2,783
2,782
2,1809
2,2134
2,252
2,38
2,655
2,2556
2,383
2,648
2,254
2,457
2,1062
2,2818
2,2514
2,380
2,1483
2,167
2,551
2,620
2,110
2,743
2,773
2,782
2,1793
2,2119
2,252
2,38
2,655
2,2517
2,383
2,648
2,254
2,455
2,1062
2,2820
2,2495
2,377
2,1467
2,166
2,551
2,620
2,110
2,743
2,773
2,782
2,1795
2,2119
2,252
2,38
2,655
2,2519
2,383
2,652
2,254
2,455
2,1062
2,2824
2,2495
2,377
2,1467
2,166
2,551
2,620
2,107
2,734
2,758
2,763
2,1797
2,2100
2,254
2,38
2,642
2,2519
2,383
2,652
2,252
2,454
2,1030
2,2747
2,2500
2,374
2,1462
2,165
2,551
2,620
2,106
2,734
2,734
2,763
2,1797
2,2095
2,254
2,38
2,642
2,2519
2,383
2,652
2,252
2,454
2,1030
2,2747
2,2500
2,361
2,1457
2,165
2,551
2,620
2,102
2,734
2,695
2,763
2,1797
2,2054
2,254
2,38
2,642
2,2519
2,383
2,652
2,250
2,436
2,1030
2,2747
2,2500
2,354
2,1428
2,165
3,424
3,433
3,47
3,527
3,702
3,498
3,1538
3,1966
3,224
3,20
3,459
3,2329
3,363
3,522
3,174
3,368
3,697
3,2167
3,1830
3,291
3,1309
3,75
3,424
3,433
3,47
3,527
3,702
3,498
3,1538
3,1966
3,224
3,20
3,459
3,2329
3,363
3,522
3,174
3,368
3,697
3,2167
3,1830
3,291
3,1309
3,75
3,424
3,433
3,47
3,527
3,704
3,498
3,1538
3,1966
3,224
3,20
3,459
3,2329
3,363
3,522
3,174
3,368
3,697
3,2167
3,1830
3,291
3,1309
3,75
3,424
3,433
3,47
3,527
3,704
3,498
3,1538
3,1966
3,224
3,20
3,459
3,2329
3,363
3,522
3,174
3,368
3,697
3,2167
3,1830
3,291
3,1309
3,75
3,424
3,433
3,47
3,527
3,704
3,498
3,1538
3,1966
3,224
3,20
3,460
3,2329
3,363
3,522
3,174
3,368
3,697
3,2167
3,1830
3,292
3,1309
3,75
3,424
3,433
3,47
3,527
3,704
3,498
3,1539
3,1966
3,224
3,20
3,460
3,2329
3,363
3,522
3,174
3,368
3,697
3,2167
3,1830
3,292
3,1309
3,75
3,423
3,430
3,47
3,527
3,704
3,498
3,1542
3,1966
3,224
3,20
3,460
3,2328
3,363
3,522
3,174
3,368
3,697
3,2167
3,1825
3,292
3,1309
3,75
3,424
3,433
3,47
3,527
3,704
3,498
3,1542
3,1966
3,224
3,20
3,460
3,2329
3,363
3,522
3,174
3,368
3,697
3,2167
3,1830
3,292
3,1309
3,75
3,424
3,433
3,47
3,527
3,704
3,498
3,1543
3,1963
3,224
3,20
3,460
3,2330
3,363
3,522
3,173
3,368
3,697
3,2167
3,1830
3,292
3,1309
3,75
3,424
3,433
3,47
3,527
3,704
3,498
3,1543
3,1963
3,224
3,20
3,460
3,2330
3,363
3,522
3,173
3,368
3,699
3,2167
3,1830
3,292
3,1309
3,75
3,424
3,433
3,47
3,527
3,704
3,498
3,1545
3,1963
3,224
3,20
3,460
3,2330
3,363
3,522
3,173
3,368
3,699
3,2167
3,1830
3,292
3,1309
3,75
3,423
3,433
3,47
3,527
3,704
3,498
3,1525
3,1963
3,224
3,20
3,460
3,2326
3,363
3,522
3,173
3,368
3,699
3,2167
3,1826
3,292
3,1310
3,75
3,423
3,433
3,47
3,527
3,704
3,498
3,1525
3,1963
3,224
3,20
3,460
3,2326
3,363
3,522
3,173
3,368
3,699
3,2167
3,1827
3,292
3,1310
3,75
3,423
3,432
3,47
3,527
3,703
3,498
3,1528
3,1961
3,224
3,20
3,460
3,2326
3,363
3,522
3,172
3,368
3,699
3,2167
3,1824
3,292
3,1304
3,75
3,414
3,431
3,47
3,522
3,703
3,495
3,1510
3,1961
3,223
3,20
3,454
3,2295
3,363
3,518
3,172
3,368
3,689
3,2136
3,1817
3,292
3,1304
3,75
3,414
3,431
3,47
3,522
3,703
3,495
3,1510
3,1961
3,223
3,20
3,454
3,2295
3,363
3,518
3,172
3,368
3,689
3,2136
3,1817
3,292
3,1304
3,75
3,414
3,431
3,47
3,522
3,703
3,495
3,1512
3,1961
3,223
3,20
3,454
3,2295
3,363
3,518
3,172
3,368
3,689
3,2136
3,1817
3,292
3,1304
3,75
3,413
3,421
3,47
3,522
3,695
3,493
3,1501
3,1952
3,223
3,20
3,454
3,2284
3,363
3,518
3,171
3,364
3,688
3,2129
3,1810
3,285
3,1300
3,74
3,413
3,421
3,47
3,513
3,695
3,489
3,1501
3,1952
3,223
3,20
3,454
3,2284
3,363
3,517
3,171
3,364
3,688
3,2129
3,1810
3,285
3,1300
3,74
3,413
3,421
3,47
3,513
3,695
3,489
3,1501
3,1952
3,223
3,20
3,454
3,2284
3,363
3,517
3,171
3,364
3,688
3,2129
3,1810
3,285
3,1300
3,74
3,413
3,421
3,47
3,513
3,693
3,489
3,1501
3,1946
3,223
3,20
3,454
3,2287
3,363
3,517
3,168
3,359
3,688
3,2129
3,1810
3,283
3,1291
3,74
3,413
3,421
3,47
3,513
3,693
3,489
3,1501
3,1946
3,223
3,20
3,454
3,2290
3,363
3,517
3,168
3,359
3,688
3,2133
3,1810
3,283
3,1291
3,74
3,413
3,421
3,47
3,513
3,693
3,489
3,1501
3,1947
3,223
3,20
3,454
3,2290
3,363
3,517
3,168
3,359
3,688
3,2133
3,1810
3,283
3,1291
3,74
3,413
3,421
3,47
3,513
3,693
3,489
3,1501
3,1948
3,223
3,20
3,454
3,2291
3,363
3,517
3,168
3,359
3,688
3,2133
3,1810
3,283
3,1291
3,74
3,413
3,421
3,47
3,505
3,692
3,487
3,1501
3,1942
3,223
3,20
3,445
3,2291
3,363
3,517
3,167
3,359
3,685
3,2115
3,1811
3,282
3,1289
3,74
3,413
3,421
3,47
3,505
3,692
3,487
3,1501
3,1942
3,223
3,20
3,445
3,2292
3,363
3,517
3,167
3,359
3,685
3,2106
3,1811
3,285
3,1291
3,74
3,424
3,425
3,47
3,505
3,691
3,487
3,1501
3,1933
3,225
3,21
3,445
3,2302
3,363
3,517
3,167
3,358
3,685
3,2106
3,1848
3,280
3,1285
3,74
3,424
3,425
3,47
3,505
3,691
3,487
3,1510
3,1933
3,225
3,21
3,445
3,2308
3,364
3,517
3,167
3,358
3,685
3,2106
3,1848
3,280
3,1286
3,74
3,424
3,425
3,47
3,505
3,690
3,487
3,1510
3,1933
3,225
3,21
3,445
3,2308
3,364
3,517
3,167
3,356
3,685
3,2106
3,1848
3,280
3,1281
3,74
3,421
3,395
3,48
3,476
3,680
3,479
3,1509
3,2051
3,224
3,18
3,445
3,2300
3,364
3,516
3,176
3,358
3,685
3,2094
3,1844
3,273
3,1347
3,78
3,421
3,387
3,48
3,476
3,680
3,456
3,1500
3,2051
3,222
3,18
3,486
3,2286
3,364
3,514
3,176
3,358
3,734
3,2026
3,1827
3,273
3,1347
3,78
3,421
3,387
3,48
3,475
3,676
3,456
3,1500
3,2049
3,222
3,18
3,486
3,2286
3,364
3,514
3,175
3,358
3,734
3,2026
3,1827
3,268
3,1338
3,76
3,421
3,387
3,48
3,467
3,679
3,475
3,1527
3,2101
3,225
3,18
3,445
3,2338
3,367
3,507
3,179
3,358
3,685
3,2105
3,1882
3,268
3,1369
3,76
3,410
3,385
3,47
3,467
3,668
3,475
3,1515
3,2087
3,225
3,17
3,445
3,2326
3,367
3,509
3,179
3,358
3,685
3,2108
3,1870
3,267
3,1358
3,70
3,409
3,386
3,47
3,467
3,668
3,475
3,1516
3,2087
3,225
3,17
3,445
3,2326
3,367
3,509
3,179
3,358
3,685
3,2108
3,1870
3,267
3,1358
3,70
3,409
3,386
3,47
3,467
3,665
3,475
3,1489
3,2035
3,222
3,17
3,445
3,2276
3,362
3,509
3,175
3,358
3,681
3,2072
3,1815
3,267
3,1327
3,70
3,409
3,386
3,46
3,464
3,657
3,470
3,1460
3,1991
3,222
3,17
3,445
3,2257
3,354
3,502
3,171
3,354
3,668
3,2058
3,1815
3,264
3,1315
3,70
3,409
3,386
3,46
3,464
3,657
3,470
3,1460
3,1992
3,222
3,17
3,445
3,2257
3,354
3,502
3,171
3,354
3,668
3,2058
3,1815
3,264
3,1315
3,70
3,391
3,376
3,46
3,464
3,656
3,470
3,1460
3,1936
3,221
3,17
3,436
3,2249
3,354
3,502
3,168
3,352
3,658
3,2027
3,1802
3,264
3,1288
