縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
5,1120531,5,1603,1603
5,1120430,5,1603,1598
5,1120331,5,1598,1597
5,1120228,5,1597,1597
5,1120131,5,1597,1596
5,1111231,5,1596,1599
5,1111130,5,1599,1595
5,1111031,5,1595,1595
5,1110930,5,1595,1595
5,1110831,5,1595,1568
5,1110731,5,1568,1544
5,1110630,5,1544,1544
5,1110531,5,1544,1544
5,1110430,5,1544,1509
5,1110331,5,1509,1509
5,1110228,5,1509,1510
5,1110131,5,1510,1510
5,1101231,5,1510,1510
5,1101130,5,1510,1510
5,1101031,5,1510,1510
5,1100930,5,1510,1510
5,1100831,5,1510,1469
5,1100731,5,1469,1469
5,1100630,5,1469,1469
5,1100531,5,1469,1470
5,1100430,5,1470,1450
5,1100331,5,1450,1450
5,1100228,5,1450,1461
5,1100131,5,1461,1461
5,1091231,5,1461,1461
5,1091130,5,1461,1461
5,1091031,5,1461,1461
5,1090930,5,1461,1510
5,1090831,5,1510,1483
5,1090731,5,1483,1485
5,1090630,5,1485,1485
5,1090531,5,1485,1462
5,1090430,5,1462,1462
5,1090331,5,1462,1462
5,1090229,5,1462,1454
5,1090131,5,1454,1454
5,1081231,5,1454,1454
5,1081130,5,1454,1452
5,1081031,5,1452,1454
5,1080930,5,1454,1457
5,1080831,5,1457,1448
5,1080731,5,1448,1432
5,1080630,5,1432,1410
5,1080531,5,1410,1396
5,1080430,5,1396,1334
5,1080331,5,1334,1306
5,1080228,5,1306,1307
5,1080131,5,1307,1282
