縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
17,1120531,1,990,990
17,1120430,1,990,989
17,1120331,1,989,988
17,1120228,1,988,973
17,1120131,1,973,990
17,1111231,1,990,987
17,1111130,1,987,981
17,1111031,1,981,981
17,1110930,1,981,981
17,1110831,1,981,964
17,1110731,1,964,957
17,1110630,1,957,954
17,1110531,1,954,954
17,1110430,1,954,954
17,1110331,1,954,954
17,1110228,1,954,954
17,1110131,1,954,954
17,1101231,1,954,954
17,1101130,1,954,954
17,1101031,1,954,954
17,1100930,1,954,954
17,1100831,1,954,954
17,1100731,1,954,954
17,1100630,1,954,954
17,1100531,1,954,954
17,1100430,1,954,954
17,1100331,1,954,986
17,1100228,1,986,997
17,1100131,1,997,997
17,1091231,1,997,998
17,1091130,1,998,991
17,1091031,1,991,991
17,1090930,1,991,994
17,1090831,1,994,995
17,1090731,1,995,987
17,1090630,1,987,980
17,1090531,1,980,980
17,1090430,1,980,980
17,1090331,1,980,980
17,1090229,1,980,982
17,1090131,1,982,956
17,1081231,1,956,931
17,1081130,1,931,926
17,1081031,1,926,902
17,1080930,1,902,894
17,1080831,1,894,894
17,1080731,1,894,888
17,1080630,1,888,880
17,1080531,1,880,875
17,1080430,1,875,874
17,1080331,1,874,874
17,1080228,1,874,874
17,1080131,1,874,874
