縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
20,1120531,1,198,198
20,1120430,1,198,196
20,1120331,1,196,196
20,1120228,1,196,196
20,1120131,1,196,196
20,1111231,1,196,196
20,1111130,1,196,196
20,1111031,1,196,196
20,1110930,1,196,196
20,1110831,1,196,194
20,1110731,1,194,194
20,1110630,1,194,194
20,1110531,1,194,194
20,1110430,1,194,192
20,1110331,1,192,191
20,1110228,1,191,191
20,1110131,1,191,191
20,1101231,1,191,191
20,1101130,1,191,191
20,1101031,1,191,191
20,1100930,1,191,191
20,1100831,1,191,191
20,1100731,1,191,191
20,1100630,1,191,191
20,1100531,1,191,191
20,1100430,1,191,191
20,1100331,1,191,191
20,1100228,1,191,191
20,1100131,1,191,191
20,1091231,1,191,199
20,1091130,1,199,200
20,1091031,1,200,200
20,1090930,1,200,201
20,1090831,1,201,201
20,1090731,1,201,201
20,1090630,1,201,201
20,1090531,1,201,201
20,1090430,1,201,201
20,1090331,1,201,201
20,1090229,1,201,201
20,1090131,1,201,201
20,1081231,1,201,201
20,1081130,1,201,203
20,1081031,1,203,200
20,1080930,1,200,200
20,1080831,1,200,200
20,1080731,1,200,199
20,1080630,1,199,196
20,1080531,1,196,195
20,1080430,1,195,192
20,1080331,1,192,189
20,1080228,1,189,189
20,1080131,1,189,189
