縣市,統計期,業者名稱,現在的基地台數量,之前的基地台數量
6,1120531,5,2380,2380
6,1120430,5,2380,2377
6,1120331,5,2377,2377
6,1120228,5,2377,2359
6,1120131,5,2359,2358
6,1111231,5,2358,2358
6,1111130,5,2358,2354
6,1111031,5,2354,2345
6,1110930,5,2345,2345
6,1110831,5,2345,2324
6,1110731,5,2324,2324
6,1110630,5,2324,2309
6,1110531,5,2309,2309
6,1110430,5,2309,2299
6,1110331,5,2299,2299
6,1110228,5,2299,2300
6,1110131,5,2300,2289
6,1101231,5,2289,2289
6,1101130,5,2289,2287
6,1101031,5,2287,2287
6,1100930,5,2287,2248
6,1100831,5,2248,2246
6,1100731,5,2246,2246
6,1100630,5,2246,2246
6,1100531,5,2246,2246
6,1100430,5,2246,2244
6,1100331,5,2244,2244
6,1100228,5,2244,2264
6,1100131,5,2264,2264
6,1091231,5,2264,2264
6,1091130,5,2264,2263
6,1091031,5,2263,2263
6,1090930,5,2263,2490
6,1090831,5,2490,2366
6,1090731,5,2366,2277
6,1090630,5,2277,2277
6,1090531,5,2277,2236
6,1090430,5,2236,2200
6,1090331,5,2200,2200
6,1090229,5,2200,2184
6,1090131,5,2184,2187
6,1081231,5,2187,2187
6,1081130,5,2187,2158
6,1081031,5,2158,2158
6,1080930,5,2158,2158
6,1080831,5,2158,2133
6,1080731,5,2133,2120
6,1080630,5,2120,2103
6,1080531,5,2103,2094
6,1080430,5,2094,2076
6,1080331,5,2076,2065
6,1080228,5,2065,2071
6,1080131,5,2071,2066
