縣市,統計期,業者名稱,現在的基地台數量,之前的基地台數量
17,1120531,5,625,625
17,1120430,5,625,619
17,1120331,5,619,619
17,1120228,5,619,614
17,1120131,5,614,614
17,1111231,5,614,614
17,1111130,5,614,612
17,1111031,5,612,612
17,1110930,5,612,603
17,1110831,5,603,603
17,1110731,5,603,598
17,1110630,5,598,598
17,1110531,5,598,577
17,1110430,5,577,577
17,1110331,5,577,577
17,1110228,5,577,577
17,1110131,5,577,577
17,1101231,5,577,577
17,1101130,5,577,577
17,1101031,5,577,577
17,1100930,5,577,572
17,1100831,5,572,572
17,1100731,5,572,574
17,1100630,5,574,574
17,1100531,5,574,574
17,1100430,5,574,574
17,1100331,5,574,574
17,1100228,5,574,574
17,1100131,5,574,574
17,1091231,5,574,574
17,1091130,5,574,558
17,1091031,5,558,558
17,1090930,5,558,568
17,1090831,5,568,568
17,1090731,5,568,558
17,1090630,5,558,558
17,1090531,5,558,539
17,1090430,5,539,539
17,1090331,5,539,536
17,1090229,5,536,536
17,1090131,5,536,536
17,1081231,5,536,520
17,1081130,5,520,520
17,1081031,5,520,514
17,1080930,5,514,507
17,1080831,5,507,507
17,1080731,5,507,502
17,1080630,5,502,491
17,1080531,5,491,483
17,1080430,5,483,476
17,1080331,5,476,476
17,1080228,5,476,477
17,1080131,5,477,477
