縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
6,1120531,2,2472,2472
6,1120430,2,2472,2478
6,1120331,2,2478,2484
6,1120228,2,2484,2487
6,1120131,2,2487,2503
6,1111231,2,2503,2518
6,1111130,2,2518,2513
6,1111031,2,2513,2515
6,1110930,2,2515,2515
6,1110831,2,2515,2504
6,1110731,2,2504,2500
6,1110630,2,2500,2502
6,1110531,2,2502,2500
6,1110430,2,2500,2492
6,1110331,2,2492,2436
6,1110228,2,2436,2421
6,1110131,2,2421,2409
6,1101231,2,2409,2409
6,1101130,2,2409,2409
6,1101031,2,2409,2362
6,1100930,2,2362,2359
6,1100831,2,2359,2322
6,1100731,2,2322,2322
6,1100630,2,2322,2311
6,1100531,2,2311,2311
6,1100430,2,2311,2309
6,1100331,2,2309,2318
6,1100228,2,2318,2320
6,1100131,2,2320,2320
6,1091231,2,2320,2320
6,1091130,2,2320,2301
6,1091031,2,2301,2301
6,1090930,2,2301,2471
6,1090831,2,2471,2471
6,1090731,2,2471,2421
6,1090630,2,2421,2362
6,1090531,2,2362,2302
6,1090430,2,2302,2305
6,1090331,2,2305,2305
6,1090229,2,2305,2283
6,1090131,2,2283,2283
6,1081231,2,2283,2283
6,1081130,2,2283,2258
6,1081031,2,2258,2205
6,1080930,2,2205,2205
6,1080831,2,2205,2172
6,1080731,2,2172,2155
6,1080630,2,2155,2134
6,1080531,2,2134,2119
6,1080430,2,2119,2119
6,1080331,2,2119,2100
6,1080228,2,2100,2095
6,1080131,2,2095,2054
