縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
13,1120531,2,862,862
13,1120430,2,862,863
13,1120331,2,863,858
13,1120228,2,858,859
13,1120131,2,859,863
13,1111231,2,863,863
13,1111130,2,863,858
13,1111031,2,858,856
13,1110930,2,856,856
13,1110831,2,856,856
13,1110731,2,856,841
13,1110630,2,841,841
13,1110531,2,841,841
13,1110430,2,841,830
13,1110331,2,830,817
13,1110228,2,817,817
13,1110131,2,817,810
13,1101231,2,810,810
13,1101130,2,810,810
13,1101031,2,810,810
13,1100930,2,810,810
13,1100831,2,810,810
13,1100731,2,810,801
13,1100630,2,801,801
13,1100531,2,801,801
13,1100430,2,801,793
13,1100331,2,793,793
13,1100228,2,793,793
13,1100131,2,793,793
13,1091231,2,793,793
13,1091130,2,793,785
13,1091031,2,785,784
13,1090930,2,784,808
13,1090831,2,808,785
13,1090731,2,785,784
13,1090630,2,784,784
13,1090531,2,784,780
13,1090430,2,780,780
13,1090331,2,780,780
13,1090229,2,780,780
13,1090131,2,780,759
13,1081231,2,759,759
13,1081130,2,759,759
13,1081031,2,759,759
13,1080930,2,759,759
13,1080831,2,759,759
13,1080731,2,759,753
13,1080630,2,753,743
13,1080531,2,743,743
13,1080430,2,743,743
13,1080331,2,743,734
13,1080228,2,734,734
13,1080131,2,734,734
