縣市,統計期,業者名稱,現在的基地台數量,之前的基地台數量
12,1120531,5,1154,1154
12,1120430,5,1154,1154
12,1120331,5,1154,1154
12,1120228,5,1154,1153
12,1120131,5,1153,1152
12,1111231,5,1152,1152
12,1111130,5,1152,1144
12,1111031,5,1144,1144
12,1110930,5,1144,1143
12,1110831,5,1143,1136
12,1110731,5,1136,1121
12,1110630,5,1121,1116
12,1110531,5,1116,1116
12,1110430,5,1116,1116
12,1110331,5,1116,1116
12,1110228,5,1116,1118
12,1110131,5,1118,1118
12,1101231,5,1118,1117
12,1101130,5,1117,1116
12,1101031,5,1116,1117
12,1100930,5,1117,1117
12,1100831,5,1117,1117
12,1100731,5,1117,1093
12,1100630,5,1093,1093
12,1100531,5,1093,1093
12,1100430,5,1093,1094
12,1100331,5,1094,1094
12,1100228,5,1094,1094
12,1100131,5,1094,1089
12,1091231,5,1089,1085
12,1091130,5,1085,1085
12,1091031,5,1085,1085
12,1090930,5,1085,1079
12,1090831,5,1079,1079
12,1090731,5,1079,1079
12,1090630,5,1079,1079
12,1090531,5,1079,1065
12,1090430,5,1065,1065
12,1090331,5,1065,1053
12,1090229,5,1053,1053
12,1090131,5,1053,1046
12,1081231,5,1046,1046
12,1081130,5,1046,1043
12,1081031,5,1043,1043
12,1080930,5,1043,1043
12,1080831,5,1043,1037
12,1080731,5,1037,1037
12,1080630,5,1037,1031
12,1080531,5,1031,1031
12,1080430,5,1031,1031
12,1080331,5,1031,1029
12,1080228,5,1029,1021
12,1080131,5,1021,1021
