縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
18,1120531,2,703,703
18,1120430,2,703,702
18,1120331,2,702,702
18,1120228,2,702,702
18,1120131,2,702,720
18,1111231,2,720,721
18,1111130,2,721,714
18,1111031,2,714,715
18,1110930,2,715,715
18,1110831,2,715,711
18,1110731,2,711,711
18,1110630,2,711,710
18,1110531,2,710,710
18,1110430,2,710,714
18,1110331,2,714,714
18,1110228,2,714,702
18,1110131,2,702,702
18,1101231,2,702,701
18,1101130,2,701,701
18,1101031,2,701,701
18,1100930,2,701,701
18,1100831,2,701,699
18,1100731,2,699,697
18,1100630,2,697,697
18,1100531,2,697,697
18,1100430,2,697,698
18,1100331,2,698,698
18,1100228,2,698,701
18,1100131,2,701,701
18,1091231,2,701,701
18,1091130,2,701,690
18,1091031,2,690,690
18,1090930,2,690,687
18,1090831,2,687,673
18,1090731,2,673,671
18,1090630,2,671,674
18,1090531,2,674,674
18,1090430,2,674,674
18,1090331,2,674,674
18,1090229,2,674,659
18,1090131,2,659,662
18,1081231,2,662,662
18,1081130,2,662,629
18,1081031,2,629,632
18,1080930,2,632,632
18,1080831,2,632,624
18,1080731,2,624,622
18,1080630,2,622,620
18,1080531,2,620,620
18,1080430,2,620,620
18,1080331,2,620,620
18,1080228,2,620,620
18,1080131,2,620,620
