縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
18,1120531,3,433,433
18,1120430,3,433,433
18,1120331,3,433,433
18,1120228,3,433,433
18,1120131,3,433,433
18,1111231,3,433,433
18,1111130,3,433,430
18,1111031,3,430,433
18,1110930,3,433,433
18,1110831,3,433,433
18,1110731,3,433,433
18,1110630,3,433,433
18,1110531,3,433,433
18,1110430,3,433,432
18,1110331,3,432,431
18,1110228,3,431,431
18,1110131,3,431,431
18,1101231,3,431,421
18,1101130,3,421,421
18,1101031,3,421,421
18,1100930,3,421,421
18,1100831,3,421,421
18,1100731,3,421,421
18,1100630,3,421,421
18,1100531,3,421,421
18,1100430,3,421,421
18,1100331,3,421,425
18,1100228,3,425,425
18,1100131,3,425,425
18,1091231,3,425,395
18,1091130,3,395,387
18,1091031,3,387,387
18,1090930,3,387,387
18,1090831,3,387,385
18,1090731,3,385,386
18,1090630,3,386,386
18,1090531,3,386,386
18,1090430,3,386,386
18,1090331,3,386,376
18,1090229,3,376,376
18,1090131,3,376,376
18,1081231,3,376,376
18,1081130,3,376,373
18,1081031,3,373,371
18,1080930,3,371,371
18,1080831,3,371,371
18,1080731,3,371,371
18,1080630,3,371,371
18,1080531,3,371,371
18,1080430,3,371,371
18,1080331,3,371,371
18,1080228,3,371,371
18,1080131,3,371,359
