縣市,統計期,業者名稱,基地臺
17,1120531,5,625
18,1120531,5,716
21,1120531,5,139
13,1120531,5,922
16,1120531,5,1069
11,1120531,5,986
3,1120531,5,1991
6,1120531,5,2380
7,1120531,5,360
22,1120531,5,44
14,1120531,5,753
2,1120531,5,2690
8,1120531,5,558
10,1120531,5,724
9,1120531,5,220
15,1120531,5,608
12,1120531,5,1154
4,1120531,5,3437
1,1120531,5,3000
19,1120531,5,420
5,1120531,5,1603
20,1120531,5,161
17,1120430,5,619
18,1120430,5,713
21,1120430,5,139
13,1120430,5,922
16,1120430,5,1065
11,1120430,5,986
3,1120430,5,1989
6,1120430,5,2377
7,1120430,5,359
22,1120430,5,44
14,1120430,5,753
2,1120430,5,2687
8,1120430,5,558
10,1120430,5,724
9,1120430,5,219
15,1120430,5,598
12,1120430,5,1154
4,1120430,5,3437
1,1120430,5,2993
19,1120430,5,420
5,1120430,5,1598
20,1120430,5,161
17,1120331,5,619
18,1120331,5,710
21,1120331,5,139
13,1120331,5,923
16,1120331,5,1064
11,1120331,5,986
3,1120331,5,1984
6,1120331,5,2377
7,1120331,5,357
22,1120331,5,44
14,1120331,5,753
2,1120331,5,2679
8,1120331,5,558
10,1120331,5,722
9,1120331,5,219
15,1120331,5,598
12,1120331,5,1154
4,1120331,5,3437
1,1120331,5,2991
19,1120331,5,420
5,1120331,5,1597
20,1120331,5,161
17,1120228,5,614
18,1120228,5,706
21,1120228,5,139
13,1120228,5,923
16,1120228,5,1063
11,1120228,5,986
3,1120228,5,1984
6,1120228,5,2359
7,1120228,5,354
22,1120228,5,44
14,1120228,5,753
2,1120228,5,2676
8,1120228,5,558
10,1120228,5,722
9,1120228,5,219
15,1120228,5,598
12,1120228,5,1153
4,1120228,5,3436
1,1120228,5,2962
19,1120228,5,420
5,1120228,5,1597
20,1120228,5,161
17,1120131,5,614
18,1120131,5,706
21,1120131,5,139
13,1120131,5,922
16,1120131,5,1063
11,1120131,5,985
3,1120131,5,1981
6,1120131,5,2358
7,1120131,5,354
22,1120131,5,44
14,1120131,5,751
2,1120131,5,2675
8,1120131,5,558
10,1120131,5,722
9,1120131,5,219
15,1120131,5,598
12,1120131,5,1152
4,1120131,5,3424
1,1120131,5,2962
19,1120131,5,420
5,1120131,5,1596
20,1120131,5,161
17,1111231,5,614
18,1111231,5,706
21,1111231,5,139
13,1111231,5,922
16,1111231,5,1063
11,1111231,5,985
3,1111231,5,1981
6,1111231,5,2358
7,1111231,5,354
22,1111231,5,44
14,1111231,5,751
2,1111231,5,2675
