縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
22,1120531,1,106,106
22,1120430,1,106,106
22,1120331,1,106,106
22,1120228,1,106,105
22,1120131,1,105,104
22,1111231,1,104,104
22,1111130,1,104,100
22,1111031,1,100,97
22,1110930,1,97,97
22,1110831,1,97,96
22,1110731,1,96,93
22,1110630,1,93,93
22,1110531,1,93,93
22,1110430,1,93,93
22,1110331,1,93,93
22,1110228,1,93,93
22,1110131,1,93,93
22,1101231,1,93,92
22,1101130,1,92,92
22,1101031,1,92,92
22,1100930,1,92,92
22,1100831,1,92,92
22,1100731,1,92,92
22,1100630,1,92,92
22,1100531,1,92,92
22,1100430,1,92,92
22,1100331,1,92,92
22,1100228,1,92,92
22,1100131,1,92,92
22,1091231,1,92,92
22,1091130,1,92,90
22,1091031,1,90,90
22,1090930,1,90,91
22,1090831,1,91,90
22,1090731,1,90,90
22,1090630,1,90,86
22,1090531,1,86,86
22,1090430,1,86,86
22,1090331,1,86,86
22,1090229,1,86,86
22,1090131,1,86,86
22,1081231,1,86,86
22,1081130,1,86,86
22,1081031,1,86,86
22,1080930,1,86,86
22,1080831,1,86,86
22,1080731,1,86,86
22,1080630,1,86,84
22,1080531,1,84,84
22,1080430,1,84,84
22,1080331,1,84,84
22,1080228,1,84,84
22,1080131,1,84,84
