縣市,統計期,業者名稱,基地臺
17,1120531,3,424
18,1120531,3,433
21,1120531,3,47
13,1120531,3,527
16,1120531,3,702
11,1120531,3,498
3,1120531,3,1538
6,1120531,3,1966
7,1120531,3,224
22,1120531,3,20
14,1120531,3,459
2,1120531,3,2329
8,1120531,3,363
10,1120531,3,522
9,1120531,3,174
15,1120531,3,368
12,1120531,3,697
4,1120531,3,2167
1,1120531,3,1830
19,1120531,3,291
5,1120531,3,1309
20,1120531,3,75
17,1120430,3,424
18,1120430,3,433
21,1120430,3,47
13,1120430,3,527
16,1120430,3,702
11,1120430,3,498
3,1120430,3,1538
6,1120430,3,1966
7,1120430,3,224
22,1120430,3,20
14,1120430,3,459
2,1120430,3,2329
8,1120430,3,363
10,1120430,3,522
9,1120430,3,174
15,1120430,3,368
12,1120430,3,697
4,1120430,3,2167
1,1120430,3,1830
19,1120430,3,291
5,1120430,3,1309
20,1120430,3,75
17,1120331,3,424
18,1120331,3,433
21,1120331,3,47
13,1120331,3,527
16,1120331,3,704
11,1120331,3,498
3,1120331,3,1538
6,1120331,3,1966
7,1120331,3,224
22,1120331,3,20
14,1120331,3,459
2,1120331,3,2329
8,1120331,3,363
10,1120331,3,522
9,1120331,3,174
15,1120331,3,368
12,1120331,3,697
4,1120331,3,2167
1,1120331,3,1830
19,1120331,3,291
5,1120331,3,1309
20,1120331,3,75
17,1120228,3,424
18,1120228,3,433
21,1120228,3,47
13,1120228,3,527
16,1120228,3,704
11,1120228,3,498
3,1120228,3,1538
6,1120228,3,1966
7,1120228,3,224
22,1120228,3,20
14,1120228,3,459
2,1120228,3,2329
8,1120228,3,363
10,1120228,3,522
9,1120228,3,174
15,1120228,3,368
12,1120228,3,697
4,1120228,3,2167
1,1120228,3,1830
19,1120228,3,291
5,1120228,3,1309
20,1120228,3,75
17,1120131,3,424
18,1120131,3,433
21,1120131,3,47
13,1120131,3,527
16,1120131,3,704
11,1120131,3,498
3,1120131,3,1538
6,1120131,3,1966
7,1120131,3,224
22,1120131,3,20
14,1120131,3,460
2,1120131,3,2329
8,1120131,3,363
10,1120131,3,522
9,1120131,3,174
15,1120131,3,368
12,1120131,3,697
4,1120131,3,2167
1,1120131,3,1830
19,1120131,3,292
5,1120131,3,1309
20,1120131,3,75
17,1111231,3,424
18,1111231,3,433
21,1111231,3,47
13,1111231,3,527
16,1111231,3,704
11,1111231,3,498
3,1111231,3,1539
6,1111231,3,1966
7,1111231,3,224
22,1111231,3,20
14,1111231,3,460
2,1111231,3,2329
8,1111231,3,363
10,1111231,3,522
9,1111231,3,174
15,1111231,3,368
12,1111231,3,697
4,1111231,3,2167
1,1111231,3,1830
19,1111231,3,292
5,1111231,3,1309
20,1111231,3,75
17,1111130,3,423
18,1111130,3,430
21,1111130,3,47
13,1111130,3,527
16,1111130,3,704
11,1111130,3,498
3,1111130,3,1542
6,1111130,3,1966
7,1111130,3,224
22,1111130,3,20
14,1111130,3,460
2,1111130,3,2328
8,1111130,3,363
10,1111130,3,522
9,1111130,3,174
15,1111130,3,368
12,1111130,3,697
4,1111130,3,2167
1,1111130,3,1825
19,1111130,3,292
5,1111130,3,1309
20,1111130,3,75
17,1111031,3,424
18,1111031,3,433
21,1111031,3,47
13,1111031,3,527
16,1111031,3,704
11,1111031,3,498
3,1111031,3,1542
6,1111031,3,1966
7,1111031,3,224
22,1111031,3,20
14,1111031,3,460
2,1111031,3,2329
8,1111031,3,363
10,1111031,3,522
9,1111031,3,174
15,1111031,3,368
12,1111031,3,697
4,1111031,3,2167
1,1111031,3,1830
19,1111031,3,292
5,1111031,3,1309
20,1111031,3,75
17,1110930,3,424
18,1110930,3,433
21,1110930,3,47
13,1110930,3,527
16,1110930,3,704
11,1110930,3,498
3,1110930,3,1543
6,1110930,3,1963
7,1110930,3,224
22,1110930,3,20
14,1110930,3,460
2,1110930,3,2330
8,1110930,3,363
10,1110930,3,522
9,1110930,3,173
15,1110930,3,368
12,1110930,3,697
4,1110930,3,2167
1,1110930,3,1830
19,1110930,3,292
5,1110930,3,1309
20,1110930,3,75
17,1110831,3,424
18,1110831,3,433
21,1110831,3,47
13,1110831,3,527
16,1110831,3,704
11,1110831,3,498
3,1110831,3,1543
6,1110831,3,1963
7,1110831,3,224
22,1110831,3,20
14,1110831,3,460
2,1110831,3,2330
8,1110831,3,363
10,1110831,3,522
9,1110831,3,173
15,1110831,3,368
12,1110831,3,699
4,1110831,3,2167
1,1110831,3,1830
19,1110831,3,292
5,1110831,3,1309
20,1110831,3,75
17,1110731,3,424
18,1110731,3,433
21,1110731,3,47
13,1110731,3,527
16,1110731,3,704
11,1110731,3,498
3,1110731,3,1545
6,1110731,3,1963
7,1110731,3,224
22,1110731,3,20
14,1110731,3,460
2,1110731,3,2330
8,1110731,3,363
10,1110731,3,522
9,1110731,3,173
15,1110731,3,368
12,1110731,3,699
4,1110731,3,2167
1,1110731,3,1830
19,1110731,3,292
5,1110731,3,1309
20,1110731,3,75
17,1110630,3,423
18,1110630,3,433
21,1110630,3,47
13,1110630,3,527
16,1110630,3,704
11,1110630,3,498
3,1110630,3,1525
6,1110630,3,1963
7,1110630,3,224
22,1110630,3,20
14,1110630,3,460
2,1110630,3,2326
8,1110630,3,363
10,1110630,3,522
9,1110630,3,173
15,1110630,3,368
12,1110630,3,699
4,1110630,3,2167
1,1110630,3,1826
19,1110630,3,292
5,1110630,3,1310
20,1110630,3,75
17,1110531,3,423
18,1110531,3,433
21,1110531,3,47
13,1110531,3,527
16,1110531,3,704
11,1110531,3,498
3,1110531,3,1525
6,1110531,3,1963
7,1110531,3,224
22,1110531,3,20
14,1110531,3,460
2,1110531,3,2326
8,1110531,3,363
10,1110531,3,522
9,1110531,3,173
15,1110531,3,368
12,1110531,3,699
4,1110531,3,2167
1,1110531,3,1827
19,1110531,3,292
