縣市,統計期,業者名稱,現在的基地台數量,之前的基地台數量
11,1120531,5,986,986
11,1120430,5,986,986
11,1120331,5,986,986
11,1120228,5,986,986
11,1120131,5,986,985
11,1111231,5,985,985
11,1111130,5,985,984
11,1111031,5,984,984
11,1110930,5,984,983
11,1110831,5,983,977
11,1110731,5,977,977
11,1110630,5,977,963
11,1110531,5,963,963
11,1110430,5,963,962
11,1110331,5,962,962
11,1110228,5,962,974
11,1110131,5,974,974
11,1101231,5,974,973
11,1101130,5,973,973
11,1101031,5,973,973
11,1100930,5,973,973
11,1100831,5,973,973
11,1100731,5,973,956
11,1100630,5,956,956
11,1100531,5,956,956
11,1100430,5,956,958
11,1100331,5,958,958
11,1100228,5,958,958
11,1100131,5,958,958
11,1091231,5,958,956
11,1091130,5,956,956
11,1091031,5,956,955
11,1090930,5,955,947
11,1090831,5,947,947
11,1090731,5,947,947
11,1090630,5,947,947
11,1090531,5,947,942
11,1090430,5,942,942
11,1090331,5,942,938
11,1090229,5,938,938
11,1090131,5,938,936
11,1081231,5,936,936
11,1081130,5,936,934
11,1081031,5,934,934
11,1080930,5,934,934
11,1080831,5,934,931
11,1080731,5,931,931
11,1080630,5,931,927
11,1080531,5,927,927
11,1080430,5,927,927
11,1080331,5,927,912
11,1080228,5,912,907
11,1080131,5,907,907
