縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
15,1120531,2,620,620
15,1120430,2,620,611
15,1120331,2,611,612
15,1120228,2,612,614
15,1120131,2,614,613
15,1111231,2,613,613
15,1111130,2,613,613
15,1111031,2,613,615
15,1110930,2,615,615
15,1110831,2,615,617
15,1110731,2,617,584
15,1110630,2,584,584
15,1110531,2,584,584
15,1110430,2,584,541
15,1110331,2,541,541
15,1110228,2,541,541
15,1110131,2,541,541
15,1101231,2,541,541
15,1101130,2,541,541
15,1101031,2,541,538
15,1100930,2,538,535
15,1100831,2,535,535
15,1100731,2,535,527
15,1100630,2,527,527
15,1100531,2,527,527
15,1100430,2,527,509
15,1100331,2,509,495
15,1100228,2,495,495
15,1100131,2,495,495
15,1091231,2,495,495
15,1091130,2,495,494
15,1091031,2,494,494
15,1090930,2,494,494
15,1090831,2,494,494
15,1090731,2,494,495
15,1090630,2,495,495
15,1090531,2,495,495
15,1090430,2,495,495
15,1090331,2,495,495
15,1090229,2,495,488
15,1090131,2,488,488
15,1081231,2,488,488
15,1081130,2,488,485
15,1081031,2,485,475
15,1080930,2,475,475
15,1080831,2,475,464
15,1080731,2,464,457
15,1080630,2,457,457
15,1080531,2,457,455
15,1080430,2,455,455
15,1080331,2,455,454
15,1080228,2,454,454
15,1080131,2,454,436
