縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
17,1120531,2,643,643
17,1120430,2,643,644
17,1120331,2,644,644
17,1120228,2,644,644
17,1120131,2,644,650
17,1111231,2,650,651
17,1111130,2,651,650
17,1111031,2,650,650
17,1110930,2,650,650
17,1110831,2,650,641
17,1110731,2,641,643
17,1110630,2,643,643
17,1110531,2,643,642
17,1110430,2,642,642
17,1110331,2,642,642
17,1110228,2,642,632
17,1110131,2,632,632
17,1101231,2,632,632
17,1101130,2,632,632
17,1101031,2,632,632
17,1100930,2,632,632
17,1100831,2,632,630
17,1100731,2,630,630
17,1100630,2,630,630
17,1100531,2,630,630
17,1100430,2,630,621
17,1100331,2,621,621
17,1100228,2,621,622
17,1100131,2,622,622
17,1091231,2,622,622
17,1091130,2,622,620
17,1091031,2,620,620
17,1090930,2,620,619
17,1090831,2,619,598
17,1090731,2,598,584
17,1090630,2,584,586
17,1090531,2,586,584
17,1090430,2,584,584
17,1090331,2,584,584
17,1090229,2,584,572
17,1090131,2,572,572
17,1081231,2,572,572
17,1081130,2,572,560
17,1081031,2,560,562
17,1080930,2,562,562
17,1080831,2,562,555
17,1080731,2,555,553
17,1080630,2,553,551
17,1080531,2,551,551
17,1080430,2,551,551
17,1080331,2,551,551
17,1080228,2,551,551
17,1080131,2,551,551
