縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
12,1120531,1,1892,1892
12,1120430,1,1892,1863
12,1120331,1,1863,1840
12,1120228,1,1840,1854
12,1120131,1,1854,1854
12,1111231,1,1854,1854
12,1111130,1,1854,1854
12,1111031,1,1854,1854
12,1110930,1,1854,1851
12,1110831,1,1851,1854
12,1110731,1,1854,1854
12,1110630,1,1854,1846
12,1110531,1,1846,1833
12,1110430,1,1833,1835
12,1110331,1,1835,1827
12,1110228,1,1827,1813
12,1110131,1,1813,1811
12,1101231,1,1811,1812
12,1101130,1,1812,1812
12,1101031,1,1812,1812
12,1100930,1,1812,1813
12,1100831,1,1813,1812
12,1100731,1,1812,1808
12,1100630,1,1808,1808
12,1100531,1,1808,1808
12,1100430,1,1808,1808
12,1100331,1,1808,1808
12,1100228,1,1808,1805
12,1100131,1,1805,1805
12,1091231,1,1805,1808
12,1091130,1,1808,1808
12,1091031,1,1808,1808
12,1090930,1,1808,1882
12,1090831,1,1882,1828
12,1090731,1,1828,1809
12,1090630,1,1809,1796
12,1090531,1,1796,1798
12,1090430,1,1798,1790
12,1090331,1,1790,1786
12,1090229,1,1786,1755
12,1090131,1,1755,1755
12,1081231,1,1755,1740
12,1081130,1,1740,1687
12,1081031,1,1687,1654
12,1080930,1,1654,1642
12,1080831,1,1642,1621
12,1080731,1,1621,1585
12,1080630,1,1585,1568
12,1080531,1,1568,1559
12,1080430,1,1559,1545
12,1080331,1,1545,1545
12,1080228,1,1545,1487
12,1080131,1,1487,1487
