縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
3,1120531,2,2014,2014
3,1120430,2,2014,2001
3,1120331,2,2001,1998
3,1120228,2,1998,1998
3,1120131,2,1998,2008
3,1111231,2,2008,2016
3,1111130,2,2016,1999
3,1111031,2,1999,1998
3,1110930,2,1998,1995
3,1110831,2,1995,1965
3,1110731,2,1965,1967
3,1110630,2,1967,1953
3,1110531,2,1953,1936
3,1110430,2,1936,1936
3,1110331,2,1936,1936
3,1110228,2,1936,1936
3,1110131,2,1936,1936
3,1101231,2,1936,1911
3,1101130,2,1911,1911
3,1101031,2,1911,1911
3,1100930,2,1911,1894
3,1100831,2,1894,1882
3,1100731,2,1882,1879
3,1100630,2,1879,1879
3,1100531,2,1879,1865
3,1100430,2,1865,1882
3,1100331,2,1882,1882
3,1100228,2,1882,1882
3,1100131,2,1882,1882
3,1091231,2,1882,1882
3,1091130,2,1882,1877
3,1091031,2,1877,1877
3,1090930,2,1877,1894
3,1090831,2,1894,1883
3,1090731,2,1883,1858
3,1090630,2,1858,1858
3,1090531,2,1858,1859
3,1090430,2,1859,1859
3,1090331,2,1859,1859
3,1090229,2,1859,1854
3,1090131,2,1854,1854
3,1081231,2,1854,1854
3,1081130,2,1854,1830
3,1081031,2,1830,1832
3,1080930,2,1832,1832
3,1080831,2,1832,1828
3,1080731,2,1828,1819
3,1080630,2,1819,1809
3,1080531,2,1809,1793
3,1080430,2,1793,1795
3,1080331,2,1795,1797
3,1080228,2,1797,1797
3,1080131,2,1797,1797
