縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
18,1120531,1,978,978
18,1120430,1,978,974
18,1120331,1,974,972
18,1120228,1,972,962
18,1120131,1,962,964
18,1111231,1,964,962
18,1111130,1,962,955
18,1111031,1,955,955
18,1110930,1,955,955
18,1110831,1,955,945
18,1110731,1,945,940
18,1110630,1,940,935
18,1110531,1,935,935
18,1110430,1,935,931
18,1110331,1,931,935
18,1110228,1,935,935
18,1110131,1,935,935
18,1101231,1,935,935
18,1101130,1,935,935
18,1101031,1,935,935
18,1100930,1,935,933
18,1100831,1,933,933
18,1100731,1,933,933
18,1100630,1,933,928
18,1100531,1,928,930
18,1100430,1,930,930
18,1100331,1,930,938
18,1100228,1,938,945
18,1100131,1,945,945
18,1091231,1,945,945
18,1091130,1,945,936
18,1091031,1,936,936
18,1090930,1,936,937
18,1090831,1,937,936
18,1090731,1,936,936
18,1090630,1,936,921
18,1090531,1,921,916
18,1090430,1,916,920
18,1090331,1,920,920
18,1090229,1,920,920
18,1090131,1,920,899
18,1081231,1,899,894
18,1081130,1,894,888
18,1081031,1,888,874
18,1080930,1,874,863
18,1080831,1,863,863
18,1080731,1,863,856
18,1080630,1,856,852
18,1080531,1,852,851
18,1080430,1,851,843
18,1080331,1,843,843
18,1080228,1,843,844
18,1080131,1,844,844
