縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
16,1120531,2,969,969
16,1120430,2,969,970
16,1120331,2,970,975
16,1120228,2,975,979
16,1120131,2,979,987
16,1111231,2,987,989
16,1111130,2,989,987
16,1111031,2,987,987
16,1110930,2,987,987
16,1110831,2,987,977
16,1110731,2,977,977
16,1110630,2,977,977
16,1110531,2,977,974
16,1110430,2,974,966
16,1110331,2,966,923
16,1110228,2,923,923
16,1110131,2,923,923
16,1101231,2,923,923
16,1101130,2,923,921
16,1101031,2,921,919
16,1100930,2,919,919
16,1100831,2,919,919
16,1100731,2,919,920
16,1100630,2,920,922
16,1100531,2,922,922
16,1100430,2,922,884
16,1100331,2,884,890
16,1100228,2,890,890
16,1100131,2,890,890
16,1091231,2,890,890
16,1091130,2,890,880
16,1091031,2,880,880
16,1090930,2,880,880
16,1090831,2,880,880
16,1090731,2,880,880
16,1090630,2,880,881
16,1090531,2,881,881
16,1090430,2,881,882
16,1090331,2,882,883
16,1090229,2,883,876
16,1090131,2,876,876
16,1081231,2,876,876
16,1081130,2,876,871
16,1081031,2,871,818
16,1080930,2,818,818
16,1080831,2,818,795
16,1080731,2,795,785
16,1080630,2,785,783
16,1080531,2,783,773
16,1080430,2,773,773
16,1080331,2,773,758
16,1080228,2,758,734
16,1080131,2,734,695
