統計期,基地臺
1080831,464
1080831,1085
1080831,2887
1080831,2531
1080831,387
1080831,1501
1080831,168
1080731,553
1080731,622
1080731,113
1080731,753
1080731,785
1080731,788
1080731,1819
1080731,2155
1080731,255
1080731,38
1080731,671
1080731,2564
1080731,383
1080731,660
1080731,253
1080731,457
1080731,1077
1080731,2861
1080731,2524
1080731,380
1080731,1491
1080731,167
1080630,551
1080630,620
1080630,113
1080630,743
1080630,783
1080630,782
1080630,1809
1080630,2134
1080630,252
1080630,38
1080630,655
1080630,2556
1080630,383
1080630,648
1080630,254
1080630,457
1080630,1062
1080630,2818
1080630,2514
1080630,380
1080630,1483
1080630,167
1080531,551
1080531,620
1080531,110
1080531,743
1080531,773
1080531,782
1080531,1793
1080531,2119
1080531,252
1080531,38
1080531,655
1080531,2517
1080531,383
1080531,648
1080531,254
1080531,455
1080531,1062
1080531,2820
1080531,2495
1080531,377
1080531,1467
1080531,166
1080430,551
1080430,620
1080430,110
1080430,743
1080430,773
1080430,782
1080430,1795
1080430,2119
1080430,252
1080430,38
1080430,655
1080430,2519
1080430,383
1080430,652
1080430,254
1080430,455
1080430,1062
1080430,2824
1080430,2495
1080430,377
1080430,1467
1080430,166
1080331,551
1080331,620
1080331,107
1080331,734
1080331,758
1080331,763
1080331,1797
1080331,2100
1080331,254
1080331,38
1080331,642
1080331,2519
1080331,383
1080331,652
1080331,252
1080331,454
1080331,1030
1080331,2747
1080331,2500
1080331,374
1080331,1462
1080331,165
1080228,551
1080228,620
1080228,106
1080228,734
1080228,734
1080228,763
1080228,1797
1080228,2095
1080228,254
1080228,38
1080228,642
1080228,2519
1080228,383
1080228,652
1080228,252
1080228,454
1080228,1030
1080228,2747
1080228,2500
1080228,361
1080228,1457
1080228,165
1080131,551
1080131,620
1080131,102
1080131,734
1080131,695
1080131,763
1080131,1797
1080131,2054
1080131,254
1080131,38
1080131,642
1080131,2519
1080131,383
1080131,652
1080131,250
1080131,436
1080131,1030
1080131,2747
1080131,2500
1080131,354
1080131,1428
1080131,165
1120531,424
1120531,433
1120531,47
1120531,527
1120531,702
1120531,498
1120531,1538
1120531,1966
1120531,224
1120531,20
1120531,459
1120531,2329
1120531,363
1120531,522
1120531,174
1120531,368
1120531,697
1120531,2167
1120531,1830
1120531,291
1120531,1309
1120531,75
1120430,424
1120430,433
1120430,47
1120430,527
1120430,702
1120430,498
1120430,1538
1120430,1966
1120430,224
1120430,20
1120430,459
1120430,2329
1120430,363
1120430,522
1120430,174
1120430,368
1120430,697
1120430,2167
1120430,1830
1120430,291
1120430,1309
1120430,75
1120331,424
1120331,433
1120331,47
1120331,527
1120331,704
1120331,498
1120331,1538
1120331,1966
1120331,224
1120331,20
1120331,459
1120331,2329
1120331,363
1120331,522
1120331,174
1120331,368
1120331,697
1120331,2167
1120331,1830
1120331,291
1120331,1309
1120331,75
1120228,424
1120228,433
1120228,47
1120228,527
1120228,704
1120228,498
1120228,1538
1120228,1966
1120228,224
1120228,20
1120228,459
1120228,2329
1120228,363
1120228,522
1120228,174
1120228,368
1120228,697
1120228,2167
1120228,1830
1120228,291
1120228,1309
1120228,75
1120131,424
1120131,433
1120131,47
1120131,527
1120131,704
1120131,498
1120131,1538
1120131,1966
1120131,224
1120131,20
1120131,460
1120131,2329
1120131,363
1120131,522
1120131,174
1120131,368
1120131,697
1120131,2167
1120131,1830
1120131,292
1120131,1309
1120131,75
1111231,424
1111231,433
1111231,47
1111231,527
1111231,704
1111231,498
1111231,1539
1111231,1966
1111231,224
1111231,20
1111231,460
1111231,2329
1111231,363
1111231,522
1111231,174
1111231,368
1111231,697
1111231,2167
1111231,1830
1111231,292
1111231,1309
1111231,75
1111130,423
1111130,430
1111130,47
1111130,527
1111130,704
1111130,498
1111130,1542
1111130,1966
1111130,224
1111130,20
1111130,460
1111130,2328
1111130,363
1111130,522
1111130,174
1111130,368
1111130,697
1111130,2167
1111130,1825
1111130,292
1111130,1309
1111130,75
1111031,424
1111031,433
1111031,47
1111031,527
1111031,704
1111031,498
1111031,1542
1111031,1966
1111031,224
1111031,20
1111031,460
1111031,2329
1111031,363
1111031,522
1111031,174
1111031,368
1111031,697
1111031,2167
1111031,1830
1111031,292
1111031,1309
1111031,75
1110930,424
1110930,433
1110930,47
1110930,527
1110930,704
1110930,498
1110930,1543
1110930,1963
1110930,224
1110930,20
1110930,460
1110930,2330
1110930,363
1110930,522
1110930,173
1110930,368
1110930,697
1110930,2167
1110930,1830
1110930,292
1110930,1309
1110930,75
1110831,424
1110831,433
1110831,47
1110831,527
1110831,704
1110831,498
1110831,1543
1110831,1963
1110831,224
1110831,20
1110831,460
1110831,2330
1110831,363
1110831,522
1110831,173
1110831,368
1110831,699
1110831,2167
1110831,1830
1110831,292
1110831,1309
1110831,75
1110731,424
1110731,433
1110731,47
1110731,527
1110731,704
1110731,498
1110731,1545
1110731,1963
1110731,224
1110731,20
1110731,460
1110731,2330
1110731,363
1110731,522
1110731,173
1110731,368
1110731,699
1110731,2167
1110731,1830
1110731,292
1110731,1309
1110731,75
1110630,423
1110630,433
1110630,47
1110630,527
1110630,704
1110630,498
1110630,1525
1110630,1963
1110630,224
1110630,20
1110630,460
1110630,2326
1110630,363
1110630,522
1110630,173
1110630,368
1110630,699
1110630,2167
1110630,1826
1110630,292
1110630,1310
1110630,75
1110531,423
1110531,433
1110531,47
1110531,527
1110531,704
1110531,498
1110531,1525
1110531,1963
1110531,224
1110531,20
1110531,460
1110531,2326
1110531,363
1110531,522
1110531,173
1110531,368
1110531,699
1110531,2167
1110531,1827
1110531,292
1110531,1310
1110531,75
1110430,423
1110430,432
1110430,47
1110430,527
1110430,703
1110430,498
1110430,1528
1110430,1961
1110430,224
1110430,20
1110430,460
1110430,2326
1110430,363
1110430,522
1110430,172
1110430,368
1110430,699
1110430,2167
1110430,1824
1110430,292
1110430,1304
1110430,75
1110331,414
1110331,431
1110331,47
1110331,522
1110331,703
1110331,495
1110331,1510
1110331,1961
1110331,223
1110331,20
1110331,454
1110331,2295
1110331,363
1110331,518
1110331,172
1110331,368
1110331,689
1110331,2136
1110331,1817
1110331,292
1110331,1304
1110331,75
1110228,414
1110228,431
1110228,47
1110228,522
1110228,703
1110228,495
1110228,1510
1110228,1961
1110228,223
1110228,20
1110228,454
1110228,2295
1110228,363
1110228,518
1110228,172
1110228,368
1110228,689
1110228,2136
1110228,1817
1110228,292
1110228,1304
1110228,75
1110131,414
1110131,431
1110131,47
1110131,522
1110131,703
1110131,495
1110131,1512
1110131,1961
1110131,223
1110131,20
1110131,454
1110131,2295
1110131,363
1110131,518
1110131,172
1110131,368
1110131,689
1110131,2136
1110131,1817
1110131,292
1110131,1304
1110131,75
1101231,413
1101231,421
1101231,47
1101231,522
1101231,695
1101231,493
1101231,1501
1101231,1952
1101231,223
1101231,20
1101231,454
1101231,2284
1101231,363
1101231,518
1101231,171
1101231,364
1101231,688
1101231,2129
1101231,1810
1101231,285
1101231,1300
1101231,74
1101130,413
1101130,421
1101130,47
1101130,513
1101130,695
1101130,489
1101130,1501
1101130,1952
1101130,223
1101130,20
1101130,454
1101130,2284
1101130,363
1101130,517
1101130,171
1101130,364
1101130,688
1101130,2129
1101130,1810
1101130,285
1101130,1300
1101130,74
1101031,413
1101031,421
1101031,47
1101031,513
1101031,695
1101031,489
1101031,1501
1101031,1952
1101031,223
1101031,20
1101031,454
1101031,2284
1101031,363
1101031,517
1101031,171
1101031,364
1101031,688
1101031,2129
1101031,1810
1101031,285
1101031,1300
1101031,74
1100930,413
1100930,421
1100930,47
1100930,513
1100930,693
1100930,489
1100930,1501
1100930,1946
1100930,223
1100930,20
1100930,454
1100930,2287
1100930,363
1100930,517
1100930,168
1100930,359
1100930,688
1100930,2129
1100930,1810
1100930,283
1100930,1291
1100930,74
1100831,413
1100831,421
1100831,47
1100831,513
1100831,693
1100831,489
1100831,1501
1100831,1946
1100831,223
1100831,20
1100831,454
1100831,2290
1100831,363
1100831,517
1100831,168
1100831,359
1100831,688
1100831,2133
1100831,1810
1100831,283
1100831,1291
1100831,74
1100731,413
1100731,421
1100731,47
1100731,513
1100731,693
1100731,489
1100731,1501
1100731,1947
1100731,223
1100731,20
1100731,454
1100731,2290
1100731,363
1100731,517
1100731,168
1100731,359
1100731,688
1100731,2133
1100731,1810
1100731,283
1100731,1291
1100731,74
1100630,413
1100630,421
1100630,47
1100630,513
1100630,693
1100630,489
1100630,1501
1100630,1948
1100630,223
1100630,20
1100630,454
1100630,2291
1100630,363
1100630,517
1100630,168
1100630,359
1100630,688
1100630,2133
1100630,1810
1100630,283
1100630,1291
1100630,74
1100531,413
1100531,421
1100531,47
1100531,505
1100531,692
1100531,487
1100531,1501
1100531,1942
1100531,223
1100531,20
1100531,445
1100531,2291
1100531,363
1100531,517
1100531,167
1100531,359
1100531,685
1100531,2115
1100531,1811
1100531,282
1100531,1289
1100531,74
1100430,413
1100430,421
1100430,47
1100430,505
1100430,692
1100430,487
1100430,1501
1100430,1942
1100430,223
1100430,20
1100430,445
1100430,2292
1100430,363
1100430,517
1100430,167
1100430,359
1100430,685
1100430,2106
1100430,1811
1100430,285
1100430,1291
1100430,74
1100331,424
1100331,425
1100331,47
1100331,505
1100331,691
1100331,487
1100331,1501
1100331,1933
1100331,225
1100331,21
1100331,445
1100331,2302
1100331,363
1100331,517
1100331,167
1100331,358
1100331,685
1100331,2106
1100331,1848
1100331,280
1100331,1285
1100331,74
1100228,424
1100228,425
1100228,47
1100228,505
1100228,691
1100228,487
1100228,1510
1100228,1933
1100228,225
1100228,21
1100228,445
1100228,2308
1100228,364
1100228,517
1100228,167
1100228,358
1100228,685
1100228,2106
1100228,1848
1100228,280
1100228,1286
1100228,74
1100131,424
1100131,425
1100131,47
1100131,505
1100131,690
1100131,487
1100131,1510
1100131,1933
1100131,225
1100131,21
1100131,445
1100131,2308
1100131,364
1100131,517
1100131,167
1100131,356
1100131,685
1100131,2106
1100131,1848
1100131,280
1100131,1281
1100131,74
1091231,421
1091231,395
1091231,48
1091231,476
1091231,680
1091231,479
1091231,1509
1091231,2051
1091231,224
1091231,18
1091231,445
1091231,2300
1091231,364
1091231,516
1091231,176
1091231,358
1091231,685
1091231,2094
1091231,1844
1091231,273
1091231,1347
1091231,78
1091130,421
1091130,387
1091130,48
1091130,476
1091130,680
1091130,456
1091130,1500
1091130,2051
1091130,222
1091130,18
1091130,486
1091130,2286
1091130,364
1091130,514
1091130,176
1091130,358
1091130,734
1091130,2026
1091130,1827
1091130,273
1091130,1347
1091130,78
1091031,421
1091031,387
1091031,48
1091031,475
1091031,676
1091031,456
1091031,1500
1091031,2049
1091031,222
1091031,18
1091031,486
1091031,2286
1091031,364
1091031,514
1091031,175
1091031,358
1091031,734
1091031,2026
1091031,1827
1091031,268
1091031,1338
1091031,76
1090930,421
1090930,387
1090930,48
1090930,467
1090930,679
1090930,475
1090930,1527
1090930,2101
1090930,225
1090930,18
1090930,445
1090930,2338
1090930,367
1090930,507
1090930,179
1090930,358
1090930,685
1090930,2105
1090930,1882
1090930,268
1090930,1369
1090930,76
1090831,410
1090831,385
1090831,47
1090831,467
1090831,668
1090831,475
1090831,1515
1090831,2087
1090831,225
1090831,17
1090831,445
1090831,2326
1090831,367
1090831,509
1090831,179
1090831,358
1090831,685
1090831,2108
1090831,1870
1090831,267
1090831,1358
1090831,70
1090731,409
1090731,386
1090731,47
1090731,467
1090731,668
1090731,475
1090731,1516
1090731,2087
1090731,225
1090731,17
1090731,445
1090731,2326
1090731,367
1090731,509
1090731,179
1090731,358
1090731,685
1090731,2108
1090731,1870
1090731,267
1090731,1358
1090731,70
1090630,409
1090630,386
1090630,47
1090630,467
1090630,665
1090630,475
1090630,1489
1090630,2035
1090630,222
1090630,17
1090630,445
1090630,2276
1090630,362
1090630,509
1090630,175
1090630,358
1090630,681
1090630,2072
1090630,1815
1090630,267
1090630,1327
1090630,70
1090531,409
1090531,386
1090531,46
1090531,464
1090531,657
1090531,470
1090531,1460
1090531,1991
1090531,222
1090531,17
1090531,445
1090531,2257
1090531,354
1090531,502
1090531,171
1090531,354
1090531,668
1090531,2058
1090531,1815
1090531,264
1090531,1315
1090531,70
1090430,409
1090430,386
1090430,46
1090430,464
1090430,657
1090430,470
1090430,1460
1090430,1992
1090430,222
1090430,17
1090430,445
1090430,2257
1090430,354
1090430,502
1090430,171
1090430,354
1090430,668
1090430,2058
1090430,1815
1090430,264
1090430,1315
1090430,70
1090331,391
1090331,376
1090331,46
1090331,464
1090331,656
1090331,470
1090331,1460
1090331,1936
1090331,221
1090331,17
1090331,436
1090331,2249
1090331,354
1090331,502
1090331,168
1090331,352
1090331,658
1090331,2027
1090331,1802
1090331,264
1090331,1288
1090331,69
1090229,391
1090229,376
1090229,45
1090229,458
1090229,648
1090229,464
1090229,1440
1090229,1917
1090229,221
1090229,17
1090229,430
1090229,2219
1090229,354
1090229,502
1090229,167
1090229,346
1090229,651
1090229,2002
1090229,1802
1090229,264
1090229,1277
1090229,69
1090131,391
1090131,376
1090131,45
1090131,458
1090131,648
1090131,464
1090131,1440
1090131,1917
1090131,221
1090131,17
1090131,430
1090131,2219
1090131,354
1090131,502
1090131,167
1090131,346
1090131,651
1090131,2002
1090131,1802
1090131,264
1090131,1277
1090131,69
1081231,391
1081231,376
1081231,45
1081231,458
1081231,648
1081231,464
1081231,1440
1081231,1918
1081231,221
1081231,17
1081231,430
1081231,2220
1081231,354
1081231,502
1081231,167
1081231,346
1081231,651
1081231,2002
1081231,1802
1081231,264
1081231,1281
1081231,69
1081130,381
1081130,373
1081130,45
1081130,454
1081130,643
1081130,459
1081130,1440
1081130,1899
1081130,217
1081130,14
1081130,429
1081130,2211
1081130,354
1081130,498
1081130,166
1081130,341
1081130,645
1081130,1972
1081130,1769
1081130,261
1081130,1265
1081130,68
1081031,379
1081031,371
1081031,45
1081031,454
1081031,643
1081031,459
1081031,1412
1081031,1899
1081031,217
1081031,14
1081031,429
1081031,2195
1081031,354
1081031,498
1081031,166
1081031,341
1081031,645
1081031,1972
1081031,1773
1081031,261
1081031,1268
1081031,68
1080930,379
1080930,371
1080930,45
1080930,440
1080930,636
1080930,451
1080930,1412
1080930,1870
1080930,217
1080930,14
1080930,423
1080930,2195
1080930,354
1080930,498
1080930,165
1080930,339
1080930,629
1080930,1926
1080930,1773
1080930,261
1080930,1234
1080930,67
1080831,379
1080831,371
1080831,44
1080831,440
1080831,634
1080831,451
1080831,1412
1080831,1851
1080831,217
1080831,14
1080831,423
1080831,2194
1080831,354
1080831,498
1080831,162
1080831,333
1080831,629
1080831,1926
1080831,1773
1080831,252
1080831,1226
1080831,65
1080731,379
1080731,371
1080731,44
1080731,441
1080731,634
1080731,451
1080731,1412
1080731,1853
1080731,217
1080731,14
1080731,423
1080731,2193
1080731,354
1080731,498
1080731,162
1080731,333
1080731,629
1080731,1926
1080731,1773
1080731,252
1080731,1230
1080731,65
1080630,378
1080630,371
1080630,44
1080630,441
1080630,634
1080630,451
1080630,1402
1080630,1853
1080630,215
1080630,14
1080630,423
1080630,2177
1080630,351
1080630,498
1080630,162
1080630,333
1080630,629
1080630,1926
1080630,1759
1080630,252
1080630,1230
1080630,65
1080531,378
1080531,371
1080531,40
1080531,441
1080531,631
1080531,451
1080531,1402
1080531,1844
1080531,215
1080531,14
1080531,423
1080531,2181
1080531,351
1080531,498
1080531,159
1080531,322
1080531,629
1080531,1926
1080531,1760
1080531,247
1080531,1218
1080531,62
1080430,378
1080430,371
1080430,40
1080430,438
1080430,631
1080430,439
1080430,1379
1080430,1846
1080430,215
1080430,14
1080430,419
1080430,2168
1080430,349
1080430,486
1080430,159
1080430,322
1080430,612
1080430,1874
1080430,1760
1080430,249
1080430,1218
1080430,62
1080331,378
1080331,371
1080331,43
1080331,438
1080331,627
1080331,439
1080331,1379
1080331,1836
1080331,215
1080331,14
1080331,419
1080331,2168
1080331,349
1080331,486
1080331,158
1080331,320
1080331,612
1080331,1876
1080331,1760
1080331,259
1080331,1207
1080331,64
1080228,378
1080228,371
1080228,40
1080228,438
1080228,620
1080228,439
1080228,1379
1080228,1805
1080228,215
1080228,14
1080228,419
1080228,2170
1080228,349
1080228,486
1080228,153
1080228,314
1080228,612
1080228,1876
1080228,1760
1080228,258
1080228,1172
1080228,62
1080131,371
1080131,359
1080131,40
1080131,438
1080131,620
1080131,439
1080131,1358
1080131,1807
1080131,210
1080131,13
1080131,419
1080131,2149
1080131,346
1080131,485
1080131,153
1080131,314
1080131,612
1080131,1876
1080131,1753
1080131,258
1080131,1172
1080131,62
1120531,203
1120531,192
1120531,32
1120531,282
1120531,512
1120531,317
1120531,1005
1120531,1315
1120531,221
1120531,12
1120531,250
1120531,1528
1120531,201
1120531,298
1120531,133
1120531,233
1120531,459
1120531,1710
1120531,1517
1120531,151
1120531,873
1120531,41
1120430,203
1120430,192
1120430,32
1120430,282
1120430,512
1120430,317
1120430,1005
1120430,1315
1120430,221
1120430,12
1120430,250
1120430,1528
1120430,202
1120430,300
1120430,133
1120430,233
1120430,459
1120430,1710
1120430,1517
1120430,151
1120430,873
1120430,41
1120331,203
1120331,192
1120331,32
1120331,282
1120331,512
1120331,317
1120331,1005
1120331,1315
1120331,221
1120331,12
1120331,250
1120331,1528
1120331,202
1120331,300
1120331,133
1120331,233
1120331,459
1120331,1710
1120331,1517
1120331,151
1120331,873
1120331,41
1120228,203
1120228,193
1120228,32
1120228,282
1120228,514
1120228,317
1120228,1005
1120228,1315
1120228,221
1120228,12
1120228,250
1120228,1529
1120228,202
1120228,300
1120228,133
1120228,233
1120228,459
1120228,1710
1120228,1517
1120228,151
1120228,873
1120228,41
1120131,203
1120131,193
1120131,32
1120131,282
1120131,514
1120131,317
1120131,1005
1120131,1315
1120131,221
1120131,12
1120131,250
1120131,1529
1120131,202
1120131,300
1120131,133
1120131,233
1120131,459
1120131,1710
1120131,1517
1120131,151
1120131,873
1120131,41
1111231,203
1111231,193
1111231,32
1111231,307
1111231,514
1111231,344
1111231,1005
1111231,1315
1111231,221
1111231,12
1111231,265
1111231,1529
1111231,208
1111231,307
1111231,133
1111231,233
1111231,478
1111231,1762
1111231,1517
1111231,151
1111231,873
1111231,41
1111130,205
1111130,193
1111130,32
1111130,307
1111130,506
1111130,344
1111130,1075
1111130,1300
1111130,232
1111130,12
1111130,265
1111130,1641
1111130,208
1111130,307
1111130,132
1111130,228
1111130,479
1111130,1762
1111130,1596
1111130,151
1111130,869
1111130,41
1111031,194
1111031,184
1111031,32
1111031,314
1111031,506
1111031,355
1111031,1015
1111031,1300
1111031,219
1111031,1
1111031,274
1111031,1563
1111031,209
1111031,317
1111031,132
1111031,228
1111031,502
1111031,1782
1111031,1530
1111031,151
1111031,869
1111031,41
1110930,194
1110930,184
1110930,32
1110930,310
1110930,506
1110930,342
1110930,1058
1110930,1299
1110930,219
1110930,1
1110930,268
1110930,1593
1110930,201
1110930,304
1110930,132
1110930,228
1110930,488
1110930,1750
1110930,1531
1110930,151
1110930,869
1110930,41
1110831,194
1110831,184
1110831,32
1110831,359
1110831,506
1110831,394
1110831,1058
1110831,1299
1110831,230
1110831,12
1110831,300
1110831,1606
1110831,201
1110831,304
1110831,132
1110831,229
1110831,510
1110831,1775
1110831,1584
1110831,151
1110831,869
1110831,41
1110731,194
1110731,184
1110731,28
1110731,359
1110731,479
1110731,394
1110731,1064
1110731,1262
1110731,230
1110731,12
1110731,300
1110731,1606
1110731,201
1110731,304
1110731,129
1110731,218
1110731,510
1110731,1775
1110731,1584
1110731,142
1110731,852
1110731,40
1110630,194
1110630,184
1110630,36
1110630,359
1110630,522
1110630,394
1110630,1064
1110630,1283
1110630,230
1110630,12
1110630,300
1110630,1606
1110630,201
1110630,304
1110630,129
1110630,250
1110630,510
1110630,1775
1110630,1584
1110630,142
1110630,865
1110630,44
1110531,194
1110531,185
1110531,36
1110531,359
1110531,522
1110531,394
1110531,1070
1110531,1283
1110531,230
1110531,20
1110531,300
1110531,1610
1110531,201
1110531,304
1110531,129
1110531,250
1110531,510
1110531,1775
1110531,1590
1110531,142
1110531,865
1110531,44
1110430,194
1110430,185
1110430,36
1110430,359
1110430,522
1110430,394
1110430,1070
1110430,1283
1110430,230
1110430,20
1110430,300
1110430,1610
1110430,201
1110430,304
1110430,129
1110430,250
1110430,510
1110430,1775
1110430,1590
1110430,142
1110430,865
1110430,44
1110331,194
1110331,185
1110331,36
1110331,359
1110331,522
1110331,394
1110331,1070
1110331,1284
1110331,230
1110331,20
1110331,300
1110331,1610
1110331,201
1110331,304
1110331,129
1110331,250
1110331,510
1110331,1775
1110331,1590
1110331,142
1110331,865
1110331,44
1110228,194
1110228,185
1110228,36
1110228,359
1110228,522
1110228,394
1110228,1070
1110228,1284
1110228,230
1110228,20
1110228,300
1110228,1610
1110228,201
1110228,304
1110228,130
1110228,250
1110228,510
1110228,1775
1110228,1590
1110228,142
1110228,866
1110228,44
1110131,194
1110131,185
1110131,36
1110131,359
1110131,522
1110131,394
1110131,1070
1110131,1285
1110131,230
1110131,20
1110131,300
1110131,1610
1110131,201
1110131,304
1110131,130
1110131,250
1110131,510
1110131,1775
1110131,1590
1110131,142
1110131,867
1110131,44
1101231,194
1101231,185
1101231,36
1101231,359
1101231,522
1101231,394
1101231,1070
1101231,1285
1101231,230
1101231,20
1101231,300
1101231,1610
1101231,201
1101231,304
1101231,130
1101231,252
1101231,510
1101231,1775
1101231,1590
1101231,142
1101231,867
1101231,44
1101130,194
1101130,185
1101130,36
1101130,359
1101130,522
1101130,394
1101130,1070
1101130,1285
1101130,230
1101130,20
1101130,300
1101130,1611
1101130,201
1101130,304
1101130,130
1101130,252
1101130,510
1101130,1775
1101130,1590
1101130,142
1101130,869
1101130,44
1101031,194
1101031,185
1101031,36
1101031,359
1101031,522
1101031,394
1101031,1024
1101031,1286
1101031,233
1101031,20
1101031,300
1101031,1559
1101031,201
1101031,304
1101031,130
1101031,252
1101031,510
1101031,1775
1101031,1586
1101031,142
1101031,869
1101031,44
1100930,194
1100930,185
1100930,36
1100930,354
1100930,517
1100930,389
1100930,1048
1100930,1281
1100930,233
1100930,20
1100930,296
1100930,1598
1100930,199
1100930,300
1100930,130
1100930,250
1100930,506
1100930,1749
1100930,1586
1100930,142
1100930,868
1100930,44
1100831,183
1100831,181
1100831,36
1100831,352
1100831,516
1100831,389
1100831,1013
1100831,1275
1100831,221
1100831,20
1100831,296
1100831,1571
1100831,191
1100831,293
1100831,130
1100831,251
1100831,501
1100831,1721
1100831,1575
1100831,142
1100831,858
1100831,44
1100731,183
1100731,181
1100731,36
1100731,352
1100731,510
1100731,389
1100731,1013
1100731,1257
1100731,221
1100731,20
1100731,296
1100731,1571
1100731,191
1100731,293
1100731,127
1100731,250
1100731,501
1100731,1721
1100731,1575
1100731,140
1100731,842
1100731,44
1100630,183
1100630,181
1100630,36
1100630,352
1100630,504
1100630,389
1100630,1013
1100630,1239
1100630,221
1100630,20
1100630,296
1100630,1574
1100630,191
1100630,293
1100630,125
1100630,242
1100630,501
1100630,1721
1100630,1575
1100630,137
1100630,830
1100630,44
1100531,182
1100531,180
1100531,36
1100531,352
1100531,503
1100531,389
1100531,1011
1100531,1240
1100531,218
1100531,20
1100531,296
1100531,1525
1100531,191
1100531,293
1100531,125
1100531,242
1100531,501
1100531,1721
1100531,1533
1100531,137
1100531,830
1100531,44
1100430,182
1100430,180
1100430,36
1100430,352
1100430,503
1100430,389
1100430,1011
1100430,1240
1100430,218
1100430,20
1100430,296
1100430,1525
1100430,191
1100430,293
1100430,125
1100430,242
1100430,501
1100430,1721
1100430,1533
1100430,137
1100430,831
1100430,44
1100331,182
1100331,180
1100331,36
1100331,352
1100331,503
1100331,389
1100331,1011
1100331,1243
1100331,218
1100331,20
1100331,296
1100331,1525
1100331,191
1100331,293
1100331,125
1100331,242
1100331,501
1100331,1721
1100331,1533
1100331,137
1100331,831
1100331,44
1100228,189
1100228,183
1100228,36
1100228,348
1100228,503
1100228,383
1100228,1033
1100228,1243
1100228,230
1100228,20
1100228,294
1100228,1584
1100228,185
1100228,282
1100228,125
1100228,242
1100228,489
1100228,1672
1100228,1551
1100228,137
1100228,831
1100228,44
1100131,189
1100131,183
1100131,36
1100131,348
1100131,503
1100131,383
1100131,1033
1100131,1245
1100131,230
1100131,20
1100131,294
1100131,1584
1100131,185
1100131,282
1100131,126
1100131,242
1100131,489
1100131,1672
1100131,1551
1100131,137
1100131,832
1100131,44
1091231,189
1091231,183
1091231,37
1091231,348
1091231,525
1091231,383
1091231,1033
1091231,1375
1091231,230
1091231,20
1091231,294
1091231,1584
1091231,185
1091231,282
1091231,141
1091231,249
1091231,489
1091231,1672
1091231,1551
1091231,140
1091231,900
1091231,44
1091130,187
1091130,181
1091130,37
1091130,346
1091130,522
1091130,380
1091130,1027
1091130,1374
1091130,226
1091130,20
1091130,293
1091130,1573
1091130,176
1091130,269
1091130,141
1091130,249
1091130,487
1091130,1651
1091130,1539
1091130,132
1091130,899
1091130,44
1091031,187
1091031,181
1091031,37
1091031,346
1091031,522
1091031,380
1091031,1027
1091031,1374
1091031,226
1091031,20
1091031,293
1091031,1572
1091031,176
1091031,269
1091031,141
1091031,249
1091031,487
1091031,1651
1091031,1539
1091031,132
1091031,899
1091031,44
1090930,187
1090930,181
1090930,36
1090930,346
1090930,507
1090930,380
1090930,1027
1090930,1374
1090930,226
1090930,20
1090930,293
1090930,1647
1090930,176
1090930,269
1090930,141
1090930,244
1090930,487
1090930,1686
1090930,1644
1090930,131
1090930,903
1090930,42
1090831,186
1090831,177
1090831,36
1090831,341
1090831,515
1090831,370
1090831,1005
1090831,1378
1090831,224
1090831,20
1090831,289
1090831,1632
1090831,176
1090831,262
1090831,142
1090831,245
1090831,475
1090831,1674
1090831,1638
1090831,131
1090831,905
1090831,42
1090731,185
1090731,174
1090731,36
1090731,343
1090731,516
1090731,370
1090731,981
1090731,1363
1090731,224
1090731,20
1090731,289
1090731,1615
1090731,176
1090731,269
1090731,142
1090731,245
1090731,475
1090731,1639
1090731,1633
1090731,131
1090731,899
1090731,42
1090630,185
1090630,174
1090630,36
1090630,343
1090630,516
1090630,370
1090630,981
1090630,1363
1090630,224
1090630,20
1090630,289
1090630,1540
1090630,176
1090630,269
1090630,142
1090630,245
1090630,475
1090630,1639
1090630,1528
1090630,131
1090630,899
1090630,42
1090531,173
1090531,171
1090531,36
1090531,335
1090531,502
1090531,358
1090531,937
1090531,1342
1090531,221
1090531,20
1090531,276
1090531,1522
1090531,176
1090531,266
1090531,140
1090531,231
1090531,451
1090531,1599
1090531,1511
1090531,128
1090531,878
1090531,42
1090430,173
1090430,171
1090430,36
1090430,335
1090430,502
1090430,358
1090430,937
1090430,1344
1090430,221
1090430,20
1090430,276
1090430,1522
1090430,176
1090430,266
1090430,140
1090430,231
1090430,451
1090430,1599
1090430,1511
1090430,128
1090430,878
1090430,42
1090331,167
1090331,164
1090331,36
1090331,335
1090331,497
1090331,358
1090331,902
1090331,1319
1090331,215
1090331,20
1090331,276
1090331,1502
1090331,176
1090331,266
1090331,138
1090331,230
1090331,451
1090331,1599
1090331,1485
1090331,128
1090331,860
1090331,42
1090229,167
1090229,164
1090229,36
1090229,335
1090229,497
1090229,358
1090229,902
1090229,1319
1090229,215
1090229,20
1090229,276
1090229,1502
1090229,176
1090229,266
1090229,138
1090229,230
1090229,451
1090229,1599
1090229,1485
1090229,128
1090229,860
1090229,42
1090131,167
1090131,164
1090131,36
1090131,341
1090131,497
1090131,359
1090131,902
1090131,1319
1090131,215
1090131,20
1090131,276
1090131,1502
1090131,176
1090131,266
1090131,138
1090131,230
1090131,451
1090131,1599
1090131,1485
1090131,128
1090131,864
1090131,42
1081231,167
1081231,164
1081231,36
1081231,337
1081231,497
1081231,356
1081231,903
