縣市,統計期,業者名稱,現在的基地台數量,之前的基地台數量
15,1120531,5,608,608
15,1120430,5,608,598
15,1120331,5,598,598
15,1120228,5,598,598
15,1120131,5,598,598
15,1111231,5,598,598
15,1111130,5,598,588
15,1111031,5,588,588
15,1110930,5,588,588
15,1110831,5,588,588
15,1110731,5,588,587
15,1110630,5,587,587
15,1110531,5,587,587
15,1110430,5,587,573
15,1110331,5,573,573
15,1110228,5,573,574
15,1110131,5,574,574
15,1101231,5,574,574
15,1101130,5,574,574
15,1101031,5,574,574
15,1100930,5,574,574
15,1100831,5,574,571
15,1100731,5,571,571
15,1100630,5,571,571
15,1100531,5,571,571
15,1100430,5,571,563
15,1100331,5,563,563
15,1100228,5,563,563
15,1100131,5,563,563
15,1091231,5,563,563
15,1091130,5,563,564
15,1091031,5,564,564
15,1090930,5,564,554
15,1090831,5,554,554
15,1090731,5,554,554
15,1090630,5,554,554
15,1090531,5,554,553
15,1090430,5,553,553
15,1090331,5,553,553
15,1090229,5,553,547
15,1090131,5,547,547
15,1081231,5,547,547
15,1081130,5,547,548
15,1081031,5,548,548
15,1080930,5,548,548
15,1080831,5,548,545
15,1080731,5,545,542
15,1080630,5,542,539
15,1080531,5,539,522
15,1080430,5,522,487
15,1080331,5,487,485
15,1080228,5,485,485
15,1080131,5,485,482
