縣市,統計期,業者名稱,現在的基地台數量,之前的基地台數量
18,1120531,5,716,716
18,1120430,5,716,713
18,1120331,5,713,710
18,1120228,5,710,706
18,1120131,5,706,706
18,1111231,5,706,706
18,1111130,5,706,701
18,1111031,5,701,677
18,1110930,5,677,696
18,1110831,5,696,696
18,1110731,5,696,683
18,1110630,5,683,683
18,1110531,5,683,660
18,1110430,5,660,660
18,1110331,5,660,660
18,1110228,5,660,660
18,1110131,5,660,660
18,1101231,5,660,660
18,1101130,5,660,660
18,1101031,5,660,660
18,1100930,5,660,661
18,1100831,5,661,661
18,1100731,5,661,661
18,1100630,5,661,661
18,1100531,5,661,661
18,1100430,5,661,661
18,1100331,5,661,661
18,1100228,5,661,661
18,1100131,5,661,661
18,1091231,5,661,661
18,1091130,5,661,658
18,1091031,5,658,658
18,1090930,5,658,675
18,1090831,5,675,675
18,1090731,5,675,658
18,1090630,5,658,658
18,1090531,5,658,651
18,1090430,5,651,651
18,1090331,5,651,646
18,1090229,5,646,646
18,1090131,5,646,646
18,1081231,5,646,631
18,1081130,5,631,631
18,1081031,5,631,626
18,1080930,5,626,625
18,1080831,5,625,625
18,1080731,5,625,618
18,1080630,5,618,617
18,1080531,5,617,609
18,1080430,5,609,606
18,1080331,5,606,606
18,1080228,5,606,607
18,1080131,5,607,607
