縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
13,1120531,1,1267,1267
13,1120430,1,1267,1246
13,1120331,1,1246,1213
13,1120228,1,1213,1238
13,1120131,1,1238,1238
13,1111231,1,1238,1236
13,1111130,1,1236,1231
13,1111031,1,1231,1230
13,1110930,1,1230,1231
13,1110831,1,1231,1231
13,1110731,1,1231,1229
13,1110630,1,1229,1218
13,1110531,1,1218,1209
13,1110430,1,1209,1210
13,1110331,1,1210,1204
13,1110228,1,1204,1193
13,1110131,1,1193,1193
13,1101231,1,1193,1193
13,1101130,1,1193,1193
13,1101031,1,1193,1193
13,1100930,1,1193,1197
13,1100831,1,1197,1194
13,1100731,1,1194,1193
13,1100630,1,1193,1192
13,1100531,1,1192,1193
13,1100430,1,1193,1193
13,1100331,1,1193,1193
13,1100228,1,1193,1193
13,1100131,1,1193,1193
13,1091231,1,1193,1193
13,1091130,1,1193,1192
13,1091031,1,1192,1192
13,1090930,1,1192,1199
13,1090831,1,1199,1194
13,1090731,1,1194,1192
13,1090630,1,1192,1188
13,1090531,1,1188,1188
13,1090430,1,1188,1185
13,1090331,1,1185,1182
13,1090229,1,1182,1175
13,1090131,1,1175,1175
13,1081231,1,1175,1169
13,1081130,1,1169,1157
13,1081031,1,1157,1149
13,1080930,1,1149,1140
13,1080831,1,1140,1135
13,1080731,1,1135,1124
13,1080630,1,1124,1110
13,1080531,1,1110,1108
13,1080430,1,1108,1098
13,1080331,1,1098,1098
13,1080228,1,1098,986
13,1080131,1,986,986
