縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
20,1120531,2,166,166
20,1120430,2,166,167
20,1120331,2,167,167
20,1120228,2,167,170
20,1120131,2,170,174
20,1111231,2,174,174
20,1111130,2,174,174
20,1111031,2,174,174
20,1110930,2,174,174
20,1110831,2,174,173
20,1110731,2,173,173
20,1110630,2,173,173
20,1110531,2,173,173
20,1110430,2,173,172
20,1110331,2,172,172
20,1110228,2,172,169
20,1110131,2,169,169
20,1101231,2,169,169
20,1101130,2,169,169
20,1101031,2,169,169
20,1100930,2,169,169
20,1100831,2,169,169
20,1100731,2,169,169
20,1100630,2,169,169
20,1100531,2,169,169
20,1100430,2,169,169
20,1100331,2,169,171
20,1100228,2,171,171
20,1100131,2,171,171
20,1091231,2,171,171
20,1091130,2,171,170
20,1091031,2,170,170
20,1090930,2,170,170
20,1090831,2,170,170
20,1090731,2,170,170
20,1090630,2,170,170
20,1090531,2,170,170
20,1090430,2,170,170
20,1090331,2,170,170
20,1090229,2,170,170
20,1090131,2,170,170
20,1081231,2,170,170
20,1081130,2,170,170
20,1081031,2,170,170
20,1080930,2,170,170
20,1080831,2,170,168
20,1080731,2,168,167
20,1080630,2,167,167
20,1080531,2,167,166
20,1080430,2,166,166
20,1080331,2,166,165
20,1080228,2,165,165
20,1080131,2,165,165
