縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
12,1120531,3,697,697
12,1120430,3,697,697
12,1120331,3,697,697
12,1120228,3,697,697
12,1120131,3,697,697
12,1111231,3,697,697
12,1111130,3,697,697
12,1111031,3,697,697
12,1110930,3,697,697
12,1110831,3,697,699
12,1110731,3,699,699
12,1110630,3,699,699
12,1110531,3,699,699
12,1110430,3,699,699
12,1110331,3,699,689
12,1110228,3,689,689
12,1110131,3,689,689
12,1101231,3,689,688
12,1101130,3,688,688
12,1101031,3,688,688
12,1100930,3,688,688
12,1100831,3,688,688
12,1100731,3,688,688
12,1100630,3,688,688
12,1100531,3,688,685
12,1100430,3,685,685
12,1100331,3,685,685
12,1100228,3,685,685
12,1100131,3,685,685
12,1091231,3,685,685
12,1091130,3,685,734
12,1091031,3,734,734
12,1090930,3,734,685
12,1090831,3,685,685
12,1090731,3,685,685
12,1090630,3,685,681
12,1090531,3,681,668
12,1090430,3,668,668
12,1090331,3,668,658
12,1090229,3,658,651
12,1090131,3,651,651
12,1081231,3,651,651
12,1081130,3,651,645
12,1081031,3,645,645
12,1080930,3,645,629
12,1080831,3,629,629
12,1080731,3,629,629
12,1080630,3,629,629
12,1080531,3,629,629
12,1080430,3,629,612
12,1080331,3,612,612
12,1080228,3,612,612
12,1080131,3,612,612
