縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
7,1120531,3,224,224
7,1120430,3,224,224
7,1120331,3,224,224
7,1120228,3,224,224
7,1120131,3,224,224
7,1111231,3,224,224
7,1111130,3,224,224
7,1111031,3,224,224
7,1110930,3,224,224
7,1110831,3,224,224
7,1110731,3,224,224
7,1110630,3,224,224
7,1110531,3,224,224
7,1110430,3,224,224
7,1110331,3,224,223
7,1110228,3,223,223
7,1110131,3,223,223
7,1101231,3,223,223
7,1101130,3,223,223
7,1101031,3,223,223
7,1100930,3,223,223
7,1100831,3,223,223
7,1100731,3,223,223
7,1100630,3,223,223
7,1100531,3,223,223
7,1100430,3,223,223
7,1100331,3,223,225
7,1100228,3,225,225
7,1100131,3,225,225
7,1091231,3,225,224
7,1091130,3,224,222
7,1091031,3,222,222
7,1090930,3,222,225
7,1090831,3,225,225
7,1090731,3,225,225
7,1090630,3,225,222
7,1090531,3,222,222
7,1090430,3,222,222
7,1090331,3,222,221
7,1090229,3,221,221
7,1090131,3,221,221
7,1081231,3,221,221
7,1081130,3,221,217
7,1081031,3,217,217
7,1080930,3,217,217
7,1080831,3,217,217
7,1080731,3,217,217
7,1080630,3,217,215
7,1080531,3,215,215
7,1080430,3,215,215
7,1080331,3,215,215
7,1080228,3,215,215
7,1080131,3,215,210
