縣市,統計期,業者名稱,之前的基地台數量,之前的基地台數量
19,1120531,3,291,291
19,1120430,3,291,291
19,1120331,3,291,291
19,1120228,3,291,291
19,1120131,3,291,292
19,1111231,3,292,292
19,1111130,3,292,292
19,1111031,3,292,292
19,1110930,3,292,292
19,1110831,3,292,292
19,1110731,3,292,292
19,1110630,3,292,292
19,1110531,3,292,292
19,1110430,3,292,292
19,1110331,3,292,292
19,1110228,3,292,292
19,1110131,3,292,292
19,1101231,3,292,285
19,1101130,3,285,285
19,1101031,3,285,285
19,1100930,3,285,283
19,1100831,3,283,283
19,1100731,3,283,283
19,1100630,3,283,283
19,1100531,3,283,282
19,1100430,3,282,285
19,1100331,3,285,280
19,1100228,3,280,280
19,1100131,3,280,280
19,1091231,3,280,273
19,1091130,3,273,273
19,1091031,3,273,268
19,1090930,3,268,268
19,1090831,3,268,267
19,1090731,3,267,267
19,1090630,3,267,267
19,1090531,3,267,264
19,1090430,3,264,264
19,1090331,3,264,264
19,1090229,3,264,264
19,1090131,3,264,264
19,1081231,3,264,264
19,1081130,3,264,261
19,1081031,3,261,261
19,1080930,3,261,261
19,1080831,3,261,252
19,1080731,3,252,252
19,1080630,3,252,252
19,1080531,3,252,247
19,1080430,3,247,249
19,1080331,3,249,259
19,1080228,3,259,258
19,1080131,3,258,258
