縣市,統計期,業者名稱,現在的基地台數量,之前的基地台數量
7,1120531,5,360,360
7,1120430,5,360,359
7,1120331,5,359,357
7,1120228,5,357,354
7,1120131,5,354,354
7,1111231,5,354,354
7,1111130,5,354,354
7,1111031,5,354,350
7,1110930,5,350,349
7,1110831,5,349,349
7,1110731,5,349,350
7,1110630,5,350,350
7,1110531,5,350,344
7,1110430,5,344,344
7,1110331,5,344,344
7,1110228,5,344,344
7,1110131,5,344,344
7,1101231,5,344,344
7,1101130,5,344,344
7,1101031,5,344,344
7,1100930,5,344,343
7,1100831,5,343,343
7,1100731,5,343,343
7,1100630,5,343,343
7,1100531,5,343,343
7,1100430,5,343,343
7,1100331,5,343,343
7,1100228,5,343,343
7,1100131,5,343,343
7,1091231,5,343,343
7,1091130,5,343,343
7,1091031,5,343,343
7,1090930,5,343,354
7,1090831,5,354,354
7,1090731,5,354,344
7,1090630,5,344,344
7,1090531,5,344,341
7,1090430,5,341,341
7,1090331,5,341,336
7,1090229,5,336,336
7,1090131,5,336,336
7,1081231,5,336,333
7,1081130,5,333,333
7,1081031,5,333,333
7,1080930,5,333,325
7,1080831,5,325,325
7,1080731,5,325,325
7,1080630,5,325,317
7,1080531,5,317,312
7,1080430,5,312,311
7,1080331,5,311,311
7,1080228,5,311,311
7,1080131,5,311,311
