縣市,統計期,業者名稱,現在的基地台數量,之前的基地台數量
14,1120531,5,753,753
14,1120430,5,753,753
14,1120331,5,753,753
14,1120228,5,753,753
14,1120131,5,753,751
14,1111231,5,751,751
14,1111130,5,751,751
14,1111031,5,751,751
14,1110930,5,751,751
14,1110831,5,751,748
14,1110731,5,748,735
14,1110630,5,735,733
14,1110531,5,733,719
14,1110430,5,719,719
14,1110331,5,719,719
14,1110228,5,719,719
14,1110131,5,719,719
14,1101231,5,719,717
14,1101130,5,717,717
14,1101031,5,717,717
14,1100930,5,717,717
14,1100831,5,717,717
14,1100731,5,717,717
14,1100630,5,717,717
14,1100531,5,717,717
14,1100430,5,717,717
14,1100331,5,717,715
14,1100228,5,715,715
14,1100131,5,715,714
14,1091231,5,714,709
14,1091130,5,709,709
14,1091031,5,709,709
14,1090930,5,709,709
14,1090831,5,709,700
14,1090731,5,700,700
14,1090630,5,700,700
14,1090531,5,700,692
14,1090430,5,692,692
14,1090331,5,692,686
14,1090229,5,686,686
14,1090131,5,686,677
14,1081231,5,677,677
14,1081130,5,677,676
14,1081031,5,676,676
14,1080930,5,676,676
14,1080831,5,676,672
14,1080731,5,672,672
14,1080630,5,672,667
14,1080531,5,667,667
14,1080430,5,667,667
14,1080331,5,667,663
14,1080228,5,663,663
14,1080131,5,663,663
